"V1","V2","V3"
0.0453883055434562,0.215734360693023,1
0.0428836250514723,0.37460020086728,1
0.0576161216665059,0.20026929769665,1
0.0328191575198434,0.587280124891549,1
0.0534274641959928,0.696154785109684,1
0.0541885367548093,0.652947457414121,1
0.0706201308825985,0.508890711516142,1
0.0485160268563777,0.571759551204741,1
0.0573279297514819,0.438793577672914,1
0.0385131025523879,0.458322321437299,1
0.0612498238519765,0.580835032137111,1
0.0741082759061828,0.487875960534439,1
0.0440176919987425,0.535618000943214,1
0.0499243950773962,0.505845979321748,1
0.068127554114908,0.695906076580286,1
0.0634510856191628,0.536058594984934,1
0.0402306080982089,0.207968455040827,1
0.0478762426716276,0.485356251196936,1
0.0479737557424232,0.221865089191124,1
0.0645145264174789,0.346900520008057,1
0.0567905576969497,0.772812322387472,1
0.0655401922715828,0.361775099020451,1
0.0569174349145032,0.228327955771238,1
0.0674486113432795,0.777022739127278,1
0.0510050725261681,0.224705941369757,1
0.0385710106301121,0.541142948484048,1
0.0685150804882869,0.49362528771162,1
0.074097679387778,0.689409514190629,1
0.0574548355140723,0.515739938989282,1
0.0438861878309399,0.702102751936764,1
0.0544152997038327,0.243095776997507,1
0.0764252537465654,0.647334915632382,1
0.0474345990875736,0.402476117806509,1
0.0777078853757121,0.572242477908731,1
0.0647637069527991,0.63078715633601,1
0.0744726769463159,0.769774926872924,1
0.0390203622588888,0.363170730043203,1
0.0614695425215177,0.783085118094459,1
0.0794782068300992,0.483444458525628,1
0.0365144435036927,0.678575788810849,1
0.0465330262854695,0.745333320554346,1
0.0732560273329727,0.794414123008028,1
0.0688792219688185,0.332792134955525,1
0.0713651724811643,0.315468054404482,1
0.0601662178244442,0.62596096182242,1
0.0545615910971537,0.707420717459172,1
0.0690179255511612,0.226254301704466,1
0.0742113513709046,0.636994889518246,1
0.040385694890283,0.379514727927744,1
0.0453542948421091,0.354610514035448,1
0.0465264924056828,0.788287976477295,1
0.039933953511063,0.719206666713581,1
0.0417847151006572,0.598470798507333,1
0.0437443330138922,0.721323656197637,1
0.0595660526840948,0.706043674563989,1
0.0426695326878689,0.780009303288534,1
0.0361743615195155,0.747959336731583,1
0.041495294352062,0.370164252258837,1
0.0598787646112032,0.474685448221862,1
0.0405704277986661,0.721341627277434,1
0.0531850589043461,0.509930978622288,1
0.062355059706606,0.35952628608793,1
0.0780286546051502,0.721172793116421,1
0.0638199085788801,0.614099584100768,1
0.0522574010840617,0.556706207990646,1
0.0478886891459115,0.754143429873511,1
0.0527865728083998,0.28962970841676,1
0.0522706988453865,0.68387067168951,1
0.0422546294587664,0.386867613904178,1
0.0647175356000662,0.752524681808427,1
0.0506118517555296,0.589748628344387,1
0.0463862934336066,0.307013927726075,1
0.058628238348756,0.46482777800411,1
0.0783499542227946,0.652783537842333,1
0.0630889511038549,0.354615598358214,1
0.0612348858453333,0.799362659361214,1
0.0728326521301642,0.513470084546134,1
0.0687389444047585,0.798867693310604,1
0.0717013549362309,0.441565058287233,1
0.0345755139319226,0.550581453833729,1
0.0529762743343599,0.735087133478373,1
0.059969907796476,0.712056272430345,1
0.0759860955365002,0.457539876224473,1
0.0791412038682029,0.367263559158891,1
0.0318901289673522,0.735114779230207,1
0.0588968700449914,0.792384645622224,1
0.066665708408691,0.283753522671759,1
0.0424371201382019,0.524238973250613,1
0.0450368262431584,0.386351556470618,1
0.0666733350791037,0.711248225113377,1
0.0753477187780663,0.226118073426187,1
0.0404908384033479,0.423303370643407,1
0.0479068994591944,0.509585946239531,1
0.0524149572197348,0.66065780906938,1
0.0753213216504082,0.372409914713353,1
0.0494719647872262,0.689989265426993,1
0.0558729874738492,0.203164085326716,1
0.0362619543867186,0.21338576246053,1
0.031507287286222,0.345782367279753,1
0.0685902747279033,0.698815383762121,1
0.0463707541069016,0.244428977509961,1
0.0494739346625283,0.267119814641774,1
0.0320526377251372,0.574366402998567,1
0.0480698317242786,0.602649080287665,1
0.0585489041940309,0.419536526035517,1
0.0642440120992251,0.309908832563087,1
0.0785558373504318,0.216031821304932,1
0.0650979403709061,0.494271513586864,1
0.0305772752338089,0.557556777540594,1
0.0567766064382158,0.77368612838909,1
0.0718285731342621,0.41503347302787,1
0.0703433371218853,0.307673440873623,1
0.0340466321632266,0.795504347514361,1
0.0419454650906846,0.218421043967828,1
0.078299493198283,0.633863142831251,1
0.0318836163217202,0.22665398074314,1
0.0758203216083348,0.369343847502023,1
0.0663113289233297,0.234742316696793,1
0.0400388107122853,0.594715683115646,1
0.0720100373215973,0.740597864892334,1
0.0498331173625775,0.489171303762123,1
0.0496351129678078,0.630884455004707,1
0.0536278443480842,0.602214386546984,1
0.0591828457266092,0.421732562594116,1
0.0476193584455177,0.792382201179862,1
0.031423700642772,0.414767474029213,1
0.0797543967328966,0.367331439163536,1
0.0778779229568318,0.377130999183282,1
0.0575825588149019,0.635320197418332,1
0.0350976978731342,0.514224885124713,1
0.0418957574013621,0.739225759776309,1
0.0730048832437024,0.532720605703071,1
0.0669130643201061,0.308566756732762,1
0.0548656132258475,0.792606447124854,1
0.0589960542577319,0.250696752220392,1
0.030809169257991,0.368092061951756,1
0.053606494080741,0.432066745404154,1
0.0321194864413701,0.600548871792853,1
0.0531577208149247,0.519482746394351,1
0.0614997383975424,0.338576796744019,1
