"V1","V2","V3"
-0.590353,-0.566736,6
-0.147896,-0.257437,6
0.055418,-0.760445,6
-0.619365,-0.81719,6
-0.55372,-0.329719,6
-0.623149,-0.069325,6
-0.030498,0.310295,6
-0.771859,0.004364,6
0.036353,-0.027147,6
-0.12448,-0.230267,6
-0.728251,-0.523934,6
-0.413924,0.231446,6
-0.739494,-0.668529,6
0.22555,-0.136087,6
-0.419842,-0.674177,6
0.131428,0.212703,6
-0.753607,-0.538087,6
-0.859821,0.01591,6
-0.246242,0.280654,6
-0.101881,-0.83754,6
-0.159756,-0.632868,6
-0.134943,-0.468011,6
-0.769734,0.035412,6
-0.226786,-0.4967,6
-0.831374,0.128236,6
-0.183741,-0.284105,6
-0.654905,-0.214161,6
-0.339083,-0.505677,6
0.120308,-0.424478,6
-0.045335,-0.906498,6
-0.605506,-0.627796,6
-0.956438,-0.228154,6
0.005455,-0.533362,6
-0.051429,-0.451626,6
0.118633,-0.807592,6
0.230406,-0.296434,6
-0.10253,-0.320387,6
-0.045332,-0.858963,6
-0.200003,-0.611264,6
-0.317149,-0.556796,6
0.195414,-0.781258,6
0.128375,-0.64397,6
-0.428799,0.140714,6
-0.367854,-0.151063,6
-0.353013,0.312472,6
-0.350015,-0.466724,6
-0.478442,-0.585955,6
0.290796,-0.600338,6
-0.20309,-0.333909,6
-0.582982,-0.745122,6
-0.874671,-0.233067,6
-0.444086,-0.09292,6
0.043846,-0.894403,6
0.301041,0.054083,6
0.000435,-0.163903,6
-0.26669,-0.666484,6
-0.469953,-0.949347,6
-0.726297,-0.320855,6
-0.309394,0.041854,6
-0.265321,0.179025,6
-0.906713,-0.038279,6
-0.005033,-0.028683,6
-0.249517,0.020101,6
-0.664682,0.2783,6
-0.399247,-0.861496,6
-0.413328,0.345039,6
0.343788,-0.455331,6
-0.440747,-0.856001,6
0.32132,-0.097403,6
-0.266467,-0.256084,6
-0.668913,0.166772,6
-0.167169,-0.631487,6
-0.364264,-0.607945,6
0.0549,-0.481164,6
-0.983094,-0.215513,6
-0.607556,0.250722,6
0.031069,0.0408,6
-0.574746,-0.53145,6
0.048203,0.097027,6
0.024354,-0.63885,6
-0.614393,-0.863738,6
-0.909936,-0.054005,6
0.363498,-0.102157,6
-0.041535,0.094657,6
-0.189353,-0.892563,6
0.282281,-0.157533,6
0.058429,-0.717148,6
0.022451,-0.31435,6
0.1296,-0.195239,6
-0.078764,-0.855512,6
0.209478,-0.13065,6
-0.84749,0.058185,6
-0.081273,-0.90019,6
0.275837,-0.085919,6
0.075363,-0.004433,6
-0.250862,0.022658,6
-0.892103,-0.26983,6
-0.466186,0.049648,6
-0.767438,-0.562191,6
-0.000452,-0.627022,6
0.250498,-0.644295,6
0.167404,-0.370509,6
-0.971987,-0.309751,6
-0.573048,0.340027,6
-0.747656,0.081537,6
-0.852828,-0.190035,6
-0.390851,0.174841,6
-0.891726,-0.027336,6
-0.938541,-0.250743,6
-0.771833,-0.49935,6
-0.199263,-0.580271,6
-0.23781,0.141309,6
-0.345488,0.282457,6
-0.240033,0.171709,6
-0.748198,-0.326801,6
-0.35171,0.349434,6
-0.383032,0.041529,6
-0.429906,-0.655125,6
-0.145354,0.182946,6
-0.169341,-0.681928,6
0.338489,-0.440503,6
-0.522624,-0.47094,6
-0.029202,-0.116976,6
-0.138263,-0.615811,6
-0.402965,0.011596,6
-0.925521,-0.082929,6
0.388407,-0.206274,6
0.036662,-0.382975,6
-0.763326,-0.694777,6
0.090005,0.201843,6
-0.745538,-0.502092,6
-0.758295,-0.545834,6
-0.489624,-0.295936,6
-0.036028,0.311047,6
0.36129,-0.464947,6
0.109651,0.150396,6
-0.32736,-0.301318,6
-0.214574,0.294144,6
-0.247107,-0.77831,6
-0.140322,-0.502455,6
-0.661053,-0.584954,6
-0.40036,-0.758585,6
0.270654,-0.52738,6
-0.303261,-0.375775,6
-0.194537,0.07375,6
0.257459,0.004374,6
0.021307,-0.818781,6
-0.690956,-0.456435,6
-0.376981,-0.383117,6
-0.101305,-0.562514,6
-0.59085,0.290113,6
-0.624713,-0.914442,6
-0.207133,-0.545739,6
-0.300592,-0.532291,6
-0.874334,-0.03653,6
-0.017512,-0.258857,6
-0.088861,-0.523929,6
-0.426005,-0.308447,6
-0.422197,-0.346672,6
-0.871573,0.024862,6
0.197369,-0.259524,6
-0.214249,0.002069,6
0.139388,-0.817973,6
0.214971,-0.150423,6
0.043197,0.123908,6
-0.421433,0.234504,6
-0.397172,-0.087447,6
-0.299736,-0.800608,6
-0.653093,-0.843162,6
-0.688261,0.148065,6
-0.587488,-0.835331,6
0.210482,-0.388183,6
-0.404009,-0.25728,6
0.257416,-0.217701,6
0.18243,0.061704,6
0.035115,-0.578269,6
-0.576781,0.319746,6
-0.439956,0.297213,6
-0.74426,-0.302635,6
-0.736385,0.205751,6
-0.005947,-0.234839,6
-0.521327,0.116235,6
0.304334,-0.237808,6
-0.519784,0.245443,6
-0.586194,0.045574,6
0.186625,-0.477597,6
0.002011,-0.399155,6
-0.865291,-0.083646,6
-0.328277,-0.642781,6
0.174608,-0.012743,6
0.061047,-0.630948,6
-0.842805,0.097615,6
-0.717255,0.164957,6
0.14307,0.163868,6
-0.116118,0.340762,6
-0.161432,0.1974,6
0.262256,-0.341503,6
0.063329,-0.537405,6
-0.216993,-0.44656,6
-0.363444,-0.496584,6
-0.136639,0.215535,6
0.10755,-0.566607,6
-0.524428,-0.17316,6
-0.769591,-0.235041,6
-0.128627,-0.72914,6
-0.477244,-0.358723,6
-0.448195,0.320386,6
0.24373,-0.409404,6
-0.151148,-0.456062,6
0.025761,-0.577296,6
-0.574547,-0.617513,6
-0.0652,0.040396,6
-0.679953,-0.388507,6
-0.474528,-0.698047,6
0.053905,-0.466543,6
-0.730289,-0.18988,6
-0.508175,0.158579,6
-0.641558,-0.694397,6
0.2269,0.061565,6
-0.364931,-0.786861,6
-0.83418,-0.670951,6
