"V1","V2","V3","V4","V5","V6","V7","V8","V9"
0.2655086631421,0.0208156907465309,0.927315417211503,0.914797727018595,0.14666288997978,0.0206002977211028,0.0329561771359295,0,0
0.37212389963679,0.261497196741402,0.0888794311322272,0.379902058746666,0.965110890567303,0.672263861168176,0.855849995044991,0,0
0.572853363351896,0.120366872521117,0.186297232052311,0.629632442258298,0.357326834229752,0.594618875300512,0.470372515497729,0,0
0.908207789994776,0.755052499705926,0.860385096864775,0.385734976036474,0.200862487312406,0.670374403940514,0.158135265810415,0,0
0.201681931037456,0.168751874240115,0.234479405684397,0.542270160047337,0.700121179455891,0.831609470071271,0.906790411565453,0,0
0.898389684967697,0.846173611236736,0.449905752437189,0.492851863848045,0.177145838504657,0.181004226207733,0.670072982553393,0,0
0.944675268605351,0.241025532130152,0.642875439021736,0.148111721500754,0.601283062947914,0.346854417584836,0.23812064062804,0,0
0.660797792486846,0.379589573713019,0.7596528402064,0.486736153485253,0.996551070827991,0.736399967223406,0.798749757697806,0,0
0.62911404389888,0.990836540237069,0.619859113590792,0.830497456714511,0.858913001371548,0.650621603010222,0.0817561040166765,0,0
0.0617862704675645,0.012903354363516,0.37622950761579,0.714390144916251,0.545766798080876,0.156047682045028,0.884764112066478,0,0
0.205974574899301,0.750820056535304,0.43052071146667,0.462727537145838,0.331158731132746,0.30502039892599,0.352561415638775,0,0
0.176556752528995,0.263118707807735,0.491279050474986,0.462808933574706,0.18416870222427,0.452670493395999,0.368940019281581,0,0
0.687022846657783,0.123130427673459,0.7774254726246,0.894080309197307,0.584230594569817,0.4107700814493,0.572253534803167,0,0
0.384103718213737,0.731578556355089,0.465578694129363,0.0629640410188586,0.548289436846972,0.776234406512231,0.105179368518293,0,0
0.769841419998556,0.266581872245297,0.728975185425952,0.66638072533533,0.546560650924221,0.574279192835093,0.722429597284645,0,0
0.497699242085218,0.353180496022105,0.0539053683169186,0.276579630328342,0.978683579014614,0.194781271275133,0.969205676112324,0,0
0.717618508264422,0.279266169061884,0.196222283644602,0.0302363603841513,0.358095692005008,0.889596136985347,0.322025950998068,0,0
0.991906094830483,0.819733653217554,0.206601955927908,0.89239597436972,0.502874743193388,0.220519267953932,0.546600260073319,0,0
0.380035179434344,0.091656468808651,0.718222713796422,0.0883363008033484,0.0347450389526784,0.0847511123865843,0.36833443841897,0,0
0.777445221319795,0.158167489338666,0.615521391388029,0.123612797586247,0.0310779174324125,0.508932714117691,0.433911032276228,0,0
0.934705231105909,0.31597904721275,0.324194693705067,0.416051860665902,0.0427662683650851,0.624287698185071,0.0493122504558414,0,0
0.212142521282658,0.577144707320258,0.569885421078652,0.0799360685050488,0.185174639336765,0.785926511511207,0.963806730229408,0,0
0.651673766085878,0.999253217829391,0.889803111786023,0.373528662836179,0.000773161649703979,0.776623582933098,0.774475389625877,0,0
0.125555095961317,0.803754302905872,0.722354283323511,0.447056408040226,0.327996313804761,0.254279565066099,0.56992263533175,0,0
0.267220668727532,0.32505887770094,0.00329813663847744,0.0169219705276191,0.328134174924344,0.837840901920572,0.962533097481355,0,0
0.386114092543721,0.157453543273732,0.719194017350674,0.323719996027648,0.243496510898694,0.714931434718892,0.951585433445871,0,0
0.0133903331588954,0.476655177539214,0.159382624085993,0.215478928759694,0.686329965479672,0.279546159785241,0.981535637984052,0,0
0.382387957070023,0.0066851309966296,0.833444684511051,0.447668415028602,0.828651208663359,0.478820232208818,0.188508471241221,0,0
0.86969084572047,0.466255066683516,0.594664815813303,0.140977394301444,0.814596738433465,0.776803754968569,0.395049355458468,0,0
0.34034899668768,0.150955499149859,0.233544575981796,0.884002539329231,0.902221905766055,0.051226309267804,0.608739848481491,0,0
0.482080115471035,0.749118463136256,0.055293083190918,0.23976241890341,0.391617817105725,0.808365975506604,0.0362879743333906,0,0
0.599565825425088,0.76232571201399,0.711507685482502,0.0881893204059452,0.993790027685463,0.18080562655814,0.960608377819881,0,0
0.493541307048872,0.0531363792251796,0.180153133580461,0.901736890897155,0.840498794801533,0.982709357282147,0.706874089315534,0,0
0.186217601411045,0.668249308597296,0.00773719279095531,0.143896298017353,0.250387499108911,0.542391655500978,0.793835619930178,0,0
0.827373318606988,0.688931464217603,0.909941086778417,0.0248434855602682,0.703476201975718,0.638183956965804,0.423160426784307,0,0
0.668466738192365,0.895810699323192,0.788284936221316,0.297881180653349,0.299539426341653,0.157067437889054,0.342373725725338,0,0
0.79423986072652,0.292835566215217,0.586598976748064,0.723166405456141,0.20029073022306,0.111768439179286,0.071206531021744,0,0
0.107943625887856,0.527055610669777,0.209306752076373,0.500938713783398,0.161065756808966,0.241365209454671,0.622008326696232,0,0
0.723710946040228,0.417062535416335,0.065746794687584,0.675891518592834,0.489451664034277,0.330547659425065,0.394661800935864,0,0
0.411274429643527,0.0728516045492142,0.103523929836228,0.294333517085761,0.562630574218929,0.74364665010944,0.580247764475644,0,0
0.820946294115856,0.232568378560245,0.96767040528357,0.074190182145685,0.588531513698399,0.991593506187201,0.0201652792748064,0,0
0.647060193819925,0.0818694806657732,0.0194839707110077,0.0738135110586882,0.515434450935572,0.493101041065529,0.618496712762862,0,0
0.78293276228942,0.785477133234963,0.828276215353981,0.00305370381101966,0.12578972405754,0.0508503280580044,0.956359654199332,0,0
0.553036311641335,0.350697569316253,0.371870092581958,0.460330250440165,0.751701727509499,0.668860553065315,0.024465856840834,0,0
