"V1","V2","V3","V4","V5","V6"
-0.227358217699826,-0.00238277421023593,-0.0079384166859519,-0.522615604115835,1,1
-0.190541266186995,-0.0329121463130878,0.0854896533431376,-0.551667668711843,1,1
-0.142703417574446,-0.011371537805705,0.0370426088796839,-0.605116107061521,1,1
-0.157106931768374,-0.0326244848116895,0.0456151228041061,-0.548166162213681,1,1
-0.113115156799831,-0.0353780559845278,0.0120288893846104,-0.533038693750216,1,1
-0.194361499579348,-0.0115137850694928,0.0142805843286578,-0.573139847406774,1,1
-0.159467824650124,0.0477493350692831,-0.00013005961607256,-0.496628428641079,1,1
-0.164612434215401,0.0466597787380937,0.0565669906727283,-0.486958736597647,1,1
-0.190430601683683,0.038115489048339,-0.0546696266007988,-0.534471808897144,1,1
-0.268426495307209,0.0202913900690284,-0.0698732936005252,-0.576442998801553,1,1
-0.194810418534035,0.0348347132279399,0.014063014897314,-0.586235232915806,1,1
-0.144813602468256,0.0761577162767451,-0.0441431873779907,-0.576219781997517,1,1
-0.122812337274979,-0.0298384148888968,-0.0363930077567539,-0.396739449826212,1,1
-0.185678385377152,-0.0570341734683689,0.0581528369333427,-0.564145673748661,1,1
-0.117356403429243,-0.0667219384264249,0.0973754527993366,-0.552673241542994,1,1
-0.142183550027169,-0.0336059564073781,0.0284066288316795,-0.496629399356699,1,1
-0.216060697028915,0.0653811771152106,0.0409811629885644,-0.488989869450252,1,1
-0.172318194675649,0.0353330782246523,-0.0128348698639312,-0.540626272751618,1,1
-0.158874624901048,0.000528591174805885,0.0853647880058692,-0.628733241219802,1,1
-0.232498304787671,0.0294122988538379,-0.0324192143964648,-0.420659370936745,1,1
-0.137296539638014,0.0373709319943838,0.0129458611113552,-0.4299289709565,1,1
-0.203438335204343,-0.0533401523646207,0.0609110321625245,-0.517922541326984,1,1
-0.159462772113017,0.0693300648533892,-0.0681655533941291,-0.456598127624501,1,1
-0.113541382569909,0.0516073774319124,0.0407609989911346,-0.588332826220031,1,1
-0.0960963446208319,-0.0852820160387639,0.0379393244729588,-0.464290832838149,1,1
