"V1","V2","V3","V4","V5","V6","V7","V8","V9"
-0.147036099978476,0.0900271026428474,0.0775259872193748,-0.487214078923369,-0.2602435823623,0.543921168564591,-1.0420137123123,1,1
-0.168288870387252,0.100524502006749,0.0392661290285357,-0.550578334419407,-0.0616003804796695,0.420378674602968,-1.09906639895166,1,1
-0.129440264024186,-0.00883819753842344,-0.0113121377515669,-0.516879589150804,-0.139060478667074,0.430747883879941,-1.14107540126657,1,1
-0.257512191407045,0.0156163303220349,0.060055899390481,-0.453210505568226,-0.20335327225442,0.37206646280749,-1.04292874736523,1,1
-0.18271956390653,-0.0448424804870327,-0.0587136623385252,-0.441555950170313,-0.0495215443827047,0.478604477529417,-1.07748869329835,1,1
-0.170388372466706,-0.0555701313588968,0.0152387010720167,-0.518837741996406,-0.295483946920024,0.46105212797663,-1.146200436538,1,1
-0.198822869185041,-0.0467987106925356,0.00779031373322558,-0.462576908351484,-0.210221820938012,0.427046194076589,-1.08557236850347,1,1
-0.168761601583553,0.127793280845495,0.00557922000817195,-0.562032130947511,-0.295114942193918,0.404732764487618,-1.05701551773308,1,1
-0.186546571619193,-0.102254559383777,-0.116407347884104,-0.49626191507892,-0.20568212915673,0.466487911785449,-1.09589538041024,1,1
-0.236937680340974,0.0565128511261472,0.0642373959818722,-0.618200823912981,-0.151945344085259,0.507983268691997,-1.1316736800574,1,1
-0.199649784833594,0.0468546799952508,0.138694363276108,-0.534997865799334,-0.294830836776909,0.426844787228998,-1.016997706286,1,1
-0.187358003922298,-0.0352416570290558,0.053737224050392,-0.584766659457097,-0.0699641149083628,0.482551321513466,-1.08818417453427,1,1
-0.29564918290427,0.0779223056080881,-0.0269616230954253,-0.434470218710751,-0.149954099583844,0.545094580691931,-1.04169863902834,1,1
-0.231973663886676,-0.0197176995046188,0.00846477470239497,-0.486761071669987,-0.229254023108576,0.393563174922102,-1.15864234279691,1,1
-0.204330396282606,0.0197374992966712,-0.0246037663117083,-0.512825371822857,-0.183401806831413,0.452972543974936,-1.18731788084307,1,1
-0.16734601303638,-0.0124718893139709,0.024954312479515,-0.6233213347174,-0.251540156251145,0.465141861833496,-1.19696449857682,1,1
-0.163269827288143,0.0255125903128071,0.0230751822581165,-0.448632371708751,-0.118412070843816,0.423713719602053,-1.10546405570093,1,1
-0.202995555014727,-0.0304599891638536,-0.0273696021685721,-0.5328931782782,-0.136504591321881,0.469294227998482,-1.11071943630883,1,1
-0.250096634402003,0.00843714979069431,0.148320836457853,-0.499207791025607,-0.221824742183659,0.531870889130863,-1.12292081725833,1,1
-0.262321110681372,0.112857707866001,0.0670558133921917,-0.426544243731738,-0.27643987992498,0.48948852959739,-1.0551832039991,1,1
-0.204888081838399,-0.0494473708805956,0.017003607554624,-0.525052635602356,-0.183310124038195,0.496729559113472,-1.18713999014535,1,1
-0.189187249765015,0.0575497623522164,0.0193980877659972,-0.481701851244032,-0.180443078782803,0.411373584554835,-1.16374122130956,1,1
-0.247370671604601,0.115948132528865,0.0494501143363399,-0.576910846141083,-0.143264461521915,0.502668609198516,-1.17797832181475,1,1
-0.216337571778102,-0.0686768467763745,0.0502224842811091,-0.506234919330692,-0.210865422383681,0.4542983492268,-1.17683927021288,1,1
-0.146752956096593,-0.018940194441869,0.0591947196115837,-0.529982641627509,-0.182933527804269,0.413744319204517,-1.08513625813381,1,1
-0.129673717295276,-0.0170333257170545,-0.021544740632129,-0.541931103170767,-0.202840237301975,0.399874042627074,-1.15747931188171,1,1
-0.165857037306917,0.10260677316323,0.0194549271574271,-0.460589221456814,-0.174679936429031,0.405462112086701,-1.11387996205148,1,1
-0.174487000001211,-0.0367599155305031,0.0640831947137749,-0.441823865877417,-0.185273134940414,0.41263521709991,-1.21770677239524,1,1
