"V1","V2","V3","V4","V5","V6","V7","",""
-0.147036099978477,0.0900271026428462,0.077525987219376,-0.487214078923369,-0.260243582362301,0.543921168564591,-1.0420137123123,1,1
-0.168288870387253,0.100524502006751,0.0392661290285366,-0.550578334419409,-0.0616003804796691,0.420378674602968,-1.09906639895166,1,1
-0.129440264024188,-0.00883819753842303,-0.011312137751566,-0.516879589150803,-0.139060478667074,0.430747883879941,-1.14107540126657,1,1
-0.257512191407044,0.0156163303220336,0.0600558993904818,-0.453210505568228,-0.203353272254422,0.372066462807488,-1.04292874736523,1,1
-0.182719563906531,-0.0448424804870317,-0.0587136623385266,-0.441555950170313,-0.0495215443827049,0.478604477529415,-1.07748869329835,1,1
-0.170388372466705,-0.0555701313588964,0.0152387010720183,-0.518837741996407,-0.295483946920025,0.461052127976629,-1.146200436538,1,1
-0.19882286918504,-0.046798710692534,0.00779031373322641,-0.462576908351484,-0.21022182093801,0.427046194076589,-1.08557236850347,1,1
-0.168761601583554,0.127793280845494,0.00557922000817029,-0.562032130947512,-0.295114942193918,0.404732764487617,-1.05701551773308,1,1
-0.186546571619192,-0.102254559383777,-0.116407347884103,-0.496261915078921,-0.20568212915673,0.46648791178545,-1.09589538041024,1,1
-0.236937680340975,0.0565128511261468,0.0642373959818739,-0.61820082391298,-0.15194534408526,0.507983268691996,-1.1316736800574,1,1
-0.199649784833594,0.0468546799952516,0.13869436327611,-0.534997865799335,-0.294830836776911,0.426844787228999,-1.016997706286,1,1
-0.1873580039223,-0.0352416570290548,0.0537372240503912,-0.584766659457096,-0.0699641149083638,0.482551321513465,-1.08818417453427,1,1
-0.295649182904268,0.0779223056080877,-0.0269616230954251,-0.434470218710751,-0.149954099583843,0.545094580691931,-1.04169863902834,1,1
-0.231973663886676,-0.0197176995046174,0.00846477470239414,-0.486761071669987,-0.229254023108574,0.393563174922102,-1.15864234279691,1,1
-0.204330396282605,0.0197374992966704,-0.0246037663117081,-0.512825371822858,-0.183401806831413,0.452972543974936,-1.18731788084307,1,1
-0.167346013036379,-0.0124718893139719,0.0249543124795166,-0.623321334717399,-0.251540156251145,0.465141861833496,-1.19696449857682,1,1
-0.163269827288142,0.0255125903128059,0.0230751822581181,-0.448632371708752,-0.118412070843818,0.423713719602053,-1.10546405570093,1,1
-0.202995555014726,-0.0304599891638534,-0.0273696021685723,-0.5328931782782,-0.136504591321881,0.469294227998483,-1.11071943630884,1,1
-0.250096634402005,0.00843714979069351,0.148320836457852,-0.499207791025605,-0.22182474218366,0.531870889130862,-1.12292081725833,1,1
-0.262321110681374,0.112857707866001,0.0670558133921929,-0.426544243731737,-0.276439879924981,0.489488529597391,-1.0551832039991,1,1
-0.204888081838398,-0.0494473708805968,0.017003607554624,-0.525052635602356,-0.183310124038195,0.49672955911347,-1.18713999014535,1,1
-0.189187249765013,0.0575497623522148,0.019398087765998,-0.481701851244033,-0.180443078782805,0.411373584554834,-1.16374122130956,1,1
-0.247370671604602,0.115948132528864,0.0494501143363399,-0.576910846141082,-0.143264461521915,0.502668609198517,-1.17797832181475,1,1
-0.216337571778102,-0.0686768467763741,0.0502224842811079,-0.506234919330691,-0.210865422383679,0.454298349226799,-1.17683927021288,1,1
-0.146752956096591,-0.018940194441868,0.0591947196115854,-0.529982641627511,-0.182933527804269,0.413744319204517,-1.08513625813381,1,1
-0.129673717295277,-0.0170333257170547,-0.021544740632129,-0.541931103170768,-0.202840237301976,0.399874042627072,-1.15747931188171,1,1
-0.165857037306918,0.102606773163232,0.0194549271574254,-0.460589221456815,-0.174679936429031,0.405462112086702,-1.11387996205148,1,1
-0.17448700000121,-0.0367599155305041,0.0640831947137765,-0.441823865877416,-0.185273134940415,0.41263521709991,-1.21770677239524,1,1
-0.280296559464414,-0.071080242793584,0.0859572622223356,-0.487299120348595,-0.196053583488009,0.51775220048033,-1.0721311246079,1,1
-0.200167391701114,-0.0257047465604739,0.0699865299303609,-0.539173153216165,-0.274765358304749,0.560375720538501,-1.14871949827689,1,1
-0.231388747106283,-0.0307949867223419,-0.0118431271109415,-0.539302316386186,-0.119639915611851,0.372675909247294,-1.11322292466373,1,1
-0.166639082223044,0.0284583696213168,-0.113129849842224,-0.462975373677417,-0.171005563175273,0.404883486853469,-1.16955241784176,1,1
-0.249002213383314,0.018978006065413,0.0416680013735993,-0.496596172158256,-0.262633862765442,0.421663311271704,-1.16017344999741,1,1
-0.145089932151757,0.014899719823626,-0.0500520002372134,-0.536834709870422,-0.304387582311098,0.479269973423097,-1.0144874409462,1,1
-0.181326131143278,0.0543643466772978,-0.0216628890188224,-0.552113433878572,-0.230326353884636,0.419312879387911,-1.10789859600315,1,1
-0.188693370795759,0.0673622901256937,0.0129842003431785,-0.543907149370893,-0.160824875026942,0.431258441709212,-1.04061461873646,1,1
-0.225425422601954,0.03761508316024,0.0318462912775161,-0.548862678136352,-0.235310264453477,0.418842780780625,-1.24547374592013,1,1
-0.187013069493023,0.0910598478162875,-0.00545524111806641,-0.504849179598798,-0.252451572728522,0.400160074704544,-1.15842032732601,1,1
-0.231877289652246,-0.0300892108041963,0.0910487647165881,-0.448047452958554,-0.0827908121327607,0.567718836160049,-1.1307070529084,1,1
-0.165723267664453,0.0812558371111278,0.0486714427694278,-0.440199041418638,-0.16166694856194,0.406123231922218,-1.14117417584071,1,1
-0.188201256735513,0.0511322223277742,-0.00779050041973451,-0.47761268880143,-0.203683426831546,0.369550544964193,-1.2234360517976,1,1
-0.191051782833674,0.0143636010776646,-0.00817831001605635,-0.485446219063785,-0.240264915789354,0.467958975033253,-1.14736358102414,1,1
-0.224524343703833,-0.0361840916738266,-0.00601201141432958,-0.405457809013407,-0.181787883125359,0.463393797867918,-1.12117150320083,1,1
-0.160536031500916,0.0206923150924438,-0.0216742567832605,-0.539203020895648,-0.309839082922574,0.419532533948298,-1.13237211622887,1,1
-0.202783690381836,0.0176566345391996,0.0303891403377459,-0.46154731008374,-0.260118829485221,0.464044229836259,-1.04705894265025,1,1
-0.12883556730483,0.0667234529727061,-0.0483738572327232,-0.529349277652725,-0.162142942975522,0.39879144535046,-1.14689441923081,1,1
-0.226395375535472,-6.27384278364629e-05,0.0775403587021418,-0.516578518178569,-0.231278813552504,0.486276160049673,-1.07258291170137,1,1
-0.160988766785216,0.0424273815495869,0.0905921924959724,-0.600046046525556,-0.200868681387809,0.410920781588921,-1.09784172215727,1,1
-0.14038369298009,0.1042144132795,0.0536989439876745,-0.498225850394393,-0.190313334630988,0.517679857772293,-1.21113330395588,1,1
-0.24215541849102,0.0574722953967047,0.014676117660815,-0.45234965895371,-0.18732665707401,0.466641879565528,-1.19191659422748,1,1
-0.0823266314159786,-0.00272077778866567,-0.0135236973992956,-0.552036788124742,-0.199310137539747,0.391317194930332,-1.09984614044398,1,1
-0.115302412889845,0.0704587718004366,-0.00680835080828235,-0.420313806079347,-0.15071917551658,0.41946029044596,-1.06232305690718,1,1
-0.136884593378921,0.019770832402626,0.0029769891627237,-0.519850796971267,-0.200486521920765,0.405084742517397,-1.17670647738549,1,1
