"V1","V2","V3","V4","V5","V6","",""
-0.273004826603594,-0.0134734807626887,-0.0190093360416518,-0.549082407588907,-0.103732228645435,0.466387305657975,1,1
-0.178243151547679,-0.0714072855764708,-0.000121686821947928,-0.459196460217817,-0.218546082431461,0.474822699632641,1,1
-0.103302044488847,0.0412425132325115,-0.0553073025968987,-0.49777003362186,-0.170560372860956,0.402245886837465,1,1
-0.212504522396286,-0.0726332657039096,-0.0422722590751333,-0.516528394532151,-0.155415035167195,0.418897163792796,1,1
-0.249073196315711,-0.0145094889559729,-0.0546003323324479,-0.545788020698126,-0.138535852717406,0.517924245984559,1,1
-0.194571956404579,0.076580344189149,0.0367226189666558,-0.538776571108618,-0.183730204561457,0.398203740995062,1,1
-0.164472181653864,0.0607211385931765,0.00122931472200872,-0.442296729557664,-0.148233492934395,0.393088371972141,1,1
-0.142565182601937,0.149402192208928,0.014417014598274,-0.391244722355771,-0.20277239758035,0.457504533925362,1,1
-0.199062618218692,-0.026796304697355,0.0608089451211164,-0.524018961989819,-0.161085501378249,0.493292639496792,1,1
-0.192308738708324,-0.000505238000970516,-0.0311137672206181,-0.451824006193768,-0.165661503382505,0.495131583618028,1,1
-0.262938413888112,-0.0139290071963672,0.0268164686851683,-0.581675747742221,-0.194070168049459,0.361739418546835,1,1
-0.133780439795844,0.118591148958074,-0.00726514419128191,-0.600412571095579,-0.232330721215106,0.423110146632277,1,1
-0.0786208060353093,0.0369749767766297,-0.0348281651115598,-0.55653829470008,-0.238060959103696,0.470832078188069,1,1
-0.0622060293488372,0.115889231932413,0.0817622808506464,-0.620313367282094,-0.228133279328717,0.466789971695839,1,1
-0.188545228427716,0.0778330495667464,0.00843699063982916,-0.4995876681282,-0.209177992048319,0.453614164683017,1,1
-0.270667258893838,0.000627757273799649,-0.0321479186128541,-0.560801213547447,-0.185698067225977,0.420779497995931,1,1
-0.145024524104104,-0.0720078044987288,-0.13326625564863,-0.557511807274498,-0.171709678712046,0.548314677255419,1,1
-0.184659168750328,-0.0203242470273136,-0.070818066920319,-0.570553768577104,-0.271338880087681,0.440303959743844,1,1
-0.253020502790912,-0.0680080738858231,0.0586136058004431,-0.492097033504413,-0.201507436727245,0.502830767115598,1,1
-0.188599282250403,-0.040106018839877,0.055965183331534,-0.342628668499571,-0.270493201434182,0.429887409887771,1,1
-0.284352912265429,0.0184249652670043,-0.0124540579974889,-0.486283791965277,-0.176588827078578,0.389677901030427,1,1
-0.0824307184503235,0.0486882465685737,0.0962295665707571,-0.580465780901523,-0.213019313612171,0.391788400677742,1,1
-0.256566898879432,0.00826932179915609,-0.0669086798892596,-0.524811930896483,-0.244481784059784,0.390039914950002,1,1
-0.107305158493804,-0.0498797026005554,0.0555054747164384,-0.456066342379048,-0.25492639048658,0.358848538931645,1,1
-0.127754256740303,0.0119749408129668,0.0824097442980001,-0.501618269594731,-0.313773134225312,0.508103596425067,1,1
-0.104541465530833,-0.0243404743705847,-0.0516724311919549,-0.516792705768997,-0.180661359041387,0.466905209492953,1,1
-0.0908150444393258,0.000322326734488555,0.0146056739425326,-0.503931542628884,-0.130223773367268,0.433292696336648,1,1
-0.166141249526237,0.0577018400196885,-0.0490605377644887,-0.522600511135396,-0.0995108528291596,0.496889845090643,1,1
-0.205336500246854,0.0716833105377319,0.0411046050817093,-0.459373512918899,-0.230074511637501,0.54463938495662,1,1
-0.21829699101849,-0.0678022238522732,0.108861651228559,-0.564228485834914,-0.281759143098594,0.466525854005145,1,1
-0.237266009704703,0.0445751277503747,0.0297352595926045,-0.463730290146037,-0.167658207488181,0.458849872106171,1,1
-0.0929336842181952,0.0668485804012128,0.132025718888776,-0.543674246616986,-0.14098688324891,0.364124127171747,1,1
-0.138706818952864,-0.0448770777968139,0.0942709862839517,-0.528252728112715,-0.153955882601589,0.513925906445282,1,1
-0.241953432658455,0.023933516954236,-0.0212919758181678,-0.389560175837704,-0.221206649149287,0.318152330700869,1,1
-0.142476270727982,0.0553848507138221,-0.0096386824576793,-0.520818814009172,-0.235784648091629,0.47968337129669,1,1
-0.124918858497192,0.042476263988878,0.0632462578098863,-0.554534167754066,-0.233482410910891,0.493609299807069,1,1
-0.174978887655792,0.0392538394174911,-0.040497562842233,-0.450735344764375,-0.171620948582867,0.54801732803542,1,1
-0.153912998464738,-0.00049756887313354,0.0368083002403417,-0.52341564281758,-0.142120724408956,0.441330497303488,1,1
-0.231627136778433,-0.0546720290883852,0.0240430997257421,-0.383757155592145,-0.190386025679132,0.568310709649546,1,1
-0.147536300120133,0.00478089891260665,0.0282599395647359,-0.632707119971992,-0.121762117511639,0.466375539918375,1,1
-0.175619009356406,0.017393843779895,0.115124551705724,-0.458414152878886,-0.177124536491546,0.441162155013961,1,1
-0.210738633064773,0.0962460386712917,-0.0227403627749136,-0.511174792474452,-0.15343091227395,0.448227473868302,1,1
-0.155665066511909,-0.00805833817867171,0.0872466111741604,-0.566186960544844,-0.167158223628876,0.431179717153028,1,1
-0.121698820449725,-0.0680954325690343,-0.0677173707736377,-0.580672999684193,-0.164023861024224,0.50377024549302,1,1
-0.198432268202528,0.0591302066086404,-0.0185931545502113,-0.553430123201379,-0.196311456341198,0.387968677985381,1,1
-0.250885466829996,-0.048278553581853,-0.0182884937531672,-0.463875772538793,-0.079747208770277,0.396181609411445,1,1
-0.245830977048901,-0.109221206414609,0.0180751058298908,-0.535418368401524,-0.201007103831886,0.574748185922399,1,1
-0.195665912021744,-0.0908413559934961,-0.00884020648402723,-0.584474614315068,-0.186385593358605,0.505276845762203,1,1
-0.16876846176119,-0.0335002746903005,0.0799722675739611,-0.51783805613304,-0.32604404454338,0.51276246546041,1,1
-0.158856980215303,0.100898165329586,-0.0215523008282082,-0.604186614256962,-0.273740992966806,0.361271373580277,1,1
-0.141274121513312,-0.0362857269638463,0.0963853326847474,-0.574544338872725,-0.159735923977386,0.463962018410628,1,1
-0.182960721119017,-0.0572672182477582,-0.0308367794971324,-0.578893900508928,-0.281065132067275,0.478273329988264,1,1
-0.187027849914191,-0.0523451133846324,0.0533365864060537,-0.470557188917541,-0.153118369444905,0.438743749262214,1,1
-0.115647890927926,-0.0445252624453448,-0.03442444272773,-0.434311502218611,-0.219500420249647,0.467687550996424,1,1
-0.186467044572888,-0.0200819310049289,0.108531370532895,-0.491953915336641,-0.249234346442841,0.390173267981485,1,1
-0.177662466148595,0.0229738694279735,-0.0472531966148118,-0.542166780168232,-0.258063247241221,0.568465170334621,1,1
-0.111505548893608,-0.0104999125658611,-0.0129148140097954,-0.435040761797819,-0.250828864179802,0.450587259712086,1,1
-0.170187984919285,-0.0278360190421199,0.000146307713678614,-0.530328860427916,-0.181394849739421,0.525330392663244,1,1
-0.216197151033425,0.0233365498651241,-0.00816813859319426,-0.483186713224692,-0.248833115583796,0.434460742842037,1,1
-0.141118814657122,0.0335099172766587,0.0124642973755187,-0.533308989188782,-0.225331795418259,0.400638003962446,1,1
-0.258429153270057,-0.0055138599976736,0.0568358465072518,-0.473177017557238,-0.313437859265082,0.404023922743773,1,1
-0.161461338501072,0.00759537522021314,0.025160655255276,-0.544378200715277,-0.145269205334176,0.38723591733027,1,1
-0.0559885196576911,-0.0398228078339236,-0.0130127847725046,-0.56585964266985,-0.143540426121577,0.518455215447197,1,1
-0.117045055919551,0.0495077831763293,0.0217550458754728,-0.548963721871821,-0.193410521262003,0.414001826456472,1,1
-0.148260711884031,0.0718488601500564,0.0383825195023643,-0.476065986016389,-0.244115965490868,0.463296029025911,1,1
-0.175782101252809,-0.0767216514372588,0.00905450689118237,-0.572820219938443,-0.165775254834755,0.422510388090766,1,1
-0.127957023733176,-0.000670641031553036,-0.0133457924510482,-0.526130590182401,-0.0744810297506131,0.484913630693009,1,1
-0.18315017123524,-0.0129850830990345,0.053970562661583,-0.547287569077377,-0.234038371505688,0.460293708454492,1,1
-0.120297058589496,-0.0109714298962781,-0.0856338842034139,-0.581940666991549,-0.207756881068121,0.396976494368155,1,1
-0.162905685355887,-0.0853557135342188,0.0304684427845691,-0.526527706780881,-0.221027756102165,0.464771205978289,1,1
-0.218675578442284,0.010175816872038,-0.0434771366747298,-0.507977581737707,-0.325802146149404,0.468312011589552,1,1
-0.158666109699104,-0.0180496413141981,0.0110687949775672,-0.580001196466249,-0.219915666656158,0.482282023116644,1,1
-0.240496261114126,0.0176339391159736,0.0233190885058923,-0.527793372079054,-0.208550987477333,0.449997929252235,1,1
-0.148499106206277,-0.0991720922149397,0.0289351611219989,-0.53566549128866,-0.135150712552385,0.565895410073135,1,1
-0.143332650956272,-0.0802823747694471,-0.0400037257499764,-0.628051826140116,-0.113329580692762,0.440479026635837,1,1
-0.0557502526674324,0.0106738592801395,-0.0443971559793254,-0.580034470756026,-0.144840025687264,0.450023448951846,1,1
-0.32410597487337,0.00124936418077038,0.120292085835961,-0.443837229106327,-0.207463086284979,0.403221610152604,1,1
-0.201072602553008,0.0360631270125542,-0.0221094867631415,-0.49969613792247,-0.205079699702413,0.525730602305578,1,1
