"V1","V2","V3","V4","V5","V6"
0.2655086631421,0.0208156907465309,0.927315417211503,0.914797727018595,0,0
0.37212389963679,0.261497196741402,0.0888794311322272,0.379902058746666,0,0
0.572853363351896,0.120366872521117,0.186297232052311,0.629632442258298,0,0
0.908207789994776,0.755052499705926,0.860385096864775,0.385734976036474,0,0
0.201681931037456,0.168751874240115,0.234479405684397,0.542270160047337,0,0
0.898389684967697,0.846173611236736,0.449905752437189,0.492851863848045,0,0
0.944675268605351,0.241025532130152,0.642875439021736,0.148111721500754,0,0
0.660797792486846,0.379589573713019,0.7596528402064,0.486736153485253,0,0
0.62911404389888,0.990836540237069,0.619859113590792,0.830497456714511,0,0
0.0617862704675645,0.012903354363516,0.37622950761579,0.714390144916251,0,0
0.205974574899301,0.750820056535304,0.43052071146667,0.462727537145838,0,0
0.176556752528995,0.263118707807735,0.491279050474986,0.462808933574706,0,0
0.687022846657783,0.123130427673459,0.7774254726246,0.894080309197307,0,0
0.384103718213737,0.731578556355089,0.465578694129363,0.0629640410188586,0,0
0.769841419998556,0.266581872245297,0.728975185425952,0.66638072533533,0,0
0.497699242085218,0.353180496022105,0.0539053683169186,0.276579630328342,0,0
0.717618508264422,0.279266169061884,0.196222283644602,0.0302363603841513,0,0
0.991906094830483,0.819733653217554,0.206601955927908,0.89239597436972,0,0
0.380035179434344,0.091656468808651,0.718222713796422,0.0883363008033484,0,0
0.777445221319795,0.158167489338666,0.615521391388029,0.123612797586247,0,0
0.934705231105909,0.31597904721275,0.324194693705067,0.416051860665902,0,0
0.212142521282658,0.577144707320258,0.569885421078652,0.0799360685050488,0,0
0.651673766085878,0.999253217829391,0.889803111786023,0.373528662836179,0,0
0.125555095961317,0.803754302905872,0.722354283323511,0.447056408040226,0,0
0.267220668727532,0.32505887770094,0.00329813663847744,0.0169219705276191,0,0
0.386114092543721,0.157453543273732,0.719194017350674,0.323719996027648,0,0
0.0133903331588954,0.476655177539214,0.159382624085993,0.215478928759694,0,0
0.382387957070023,0.0066851309966296,0.833444684511051,0.447668415028602,0,0
0.86969084572047,0.466255066683516,0.594664815813303,0.140977394301444,0,0
0.34034899668768,0.150955499149859,0.233544575981796,0.884002539329231,0,0
0.482080115471035,0.749118463136256,0.055293083190918,0.23976241890341,0,0
0.599565825425088,0.76232571201399,0.711507685482502,0.0881893204059452,0,0
0.493541307048872,0.0531363792251796,0.180153133580461,0.901736890897155,0,0
0.186217601411045,0.668249308597296,0.00773719279095531,0.143896298017353,0,0
0.827373318606988,0.688931464217603,0.909941086778417,0.0248434855602682,0,0
0.668466738192365,0.895810699323192,0.788284936221316,0.297881180653349,0,0
0.79423986072652,0.292835566215217,0.586598976748064,0.723166405456141,0,0
0.107943625887856,0.527055610669777,0.209306752076373,0.500938713783398,0,0
0.723710946040228,0.417062535416335,0.065746794687584,0.675891518592834,0,0
0.411274429643527,0.0728516045492142,0.103523929836228,0.294333517085761,0,0
0.820946294115856,0.232568378560245,0.96767040528357,0.074190182145685,0,0
0.647060193819925,0.0818694806657732,0.0194839707110077,0.0738135110586882,0,0
0.78293276228942,0.785477133234963,0.828276215353981,0.00305370381101966,0,0
0.553036311641335,0.350697569316253,0.371870092581958,0.460330250440165,0,0
0.529719580197707,0.0244661385659128,0.0592965767718852,0.704402598319575,0,0
0.789356231689453,0.853806022554636,0.259272370254621,0.681460242485628,0,0
0.023331202333793,0.844928876496851,0.405159010784701,0.667213033884764,0,0
0.477230065036565,0.399868386797607,0.989972920855507,0.583862823201343,0,0
0.7323137386702,0.515686919447035,0.421009945683181,0.429381010122597,0,0
0.692731556482613,0.344126585172489,0.122001743875444,0.869465499417856,0,0
0.477619622135535,0.803994855610654,0.66168276569806,0.92584649566561,0,0
0.8612094768323,0.632237621117383,0.869960402138531,0.325395317282528,0,0
0.438097107224166,0.901007138192654,0.768083860864863,0.0975275184027851,0,0
0.244797277031466,0.0272313712630421,0.145114353392273,0.558513059979305,0,0
0.0706790471449494,0.470860099419951,0.995044458191842,0.187424371950328,0,0
0.0994661601725966,0.773726657964289,0.551897526020184,0.400001953821629,0,0
0.31627170718275,0.877674823394045,0.0628148741088808,0.278715761611238,0,0
0.518634263193235,0.0118196601979434,0.30487008439377,0.0296999791171402,0,0
0.662005076417699,0.852070770924911,0.423112770775333,0.768154338467866,0,0
0.406830187188461,0.925016568042338,0.281372049590573,0.136046181665733,0,0
0.912875924259424,0.71978159295395,0.498634953750297,0.360506038647145,0,0
0.293603372760117,0.790384651860222,0.220794152934104,0.819792542140931,0,0
0.459065726259723,0.119965359801427,0.273534420877695,0.398899391060695,0,0
0.332394674187526,0.113094966160133,0.595594297396019,0.626339405309409,0,0
0.65087046707049,0.86526285414584,0.837245790520683,0.530483566224575,0,0
