"V1","V2","V3","V4","V5","V6","V7","matrix(predictedLabels, nrow(dataFrame), 1)"
0.2655086631421,0.0208156907465309,0.927315417211503,0.914797727018595,0.14666288997978,0.0206002977211028,0,0
0.37212389963679,0.261497196741402,0.0888794311322272,0.379902058746666,0.965110890567303,0.672263861168176,0,0
0.572853363351896,0.120366872521117,0.186297232052311,0.629632442258298,0.357326834229752,0.594618875300512,0,0
0.908207789994776,0.755052499705926,0.860385096864775,0.385734976036474,0.200862487312406,0.670374403940514,0,0
0.201681931037456,0.168751874240115,0.234479405684397,0.542270160047337,0.700121179455891,0.831609470071271,0,0
0.898389684967697,0.846173611236736,0.449905752437189,0.492851863848045,0.177145838504657,0.181004226207733,0,0
0.944675268605351,0.241025532130152,0.642875439021736,0.148111721500754,0.601283062947914,0.346854417584836,0,0
0.660797792486846,0.379589573713019,0.7596528402064,0.486736153485253,0.996551070827991,0.736399967223406,0,0
0.62911404389888,0.990836540237069,0.619859113590792,0.830497456714511,0.858913001371548,0.650621603010222,0,0
0.0617862704675645,0.012903354363516,0.37622950761579,0.714390144916251,0.545766798080876,0.156047682045028,0,0
0.205974574899301,0.750820056535304,0.43052071146667,0.462727537145838,0.331158731132746,0.30502039892599,0,0
0.176556752528995,0.263118707807735,0.491279050474986,0.462808933574706,0.18416870222427,0.452670493395999,0,0
0.687022846657783,0.123130427673459,0.7774254726246,0.894080309197307,0.584230594569817,0.4107700814493,0,0
0.384103718213737,0.731578556355089,0.465578694129363,0.0629640410188586,0.548289436846972,0.776234406512231,0,0
0.769841419998556,0.266581872245297,0.728975185425952,0.66638072533533,0.546560650924221,0.574279192835093,0,0
0.497699242085218,0.353180496022105,0.0539053683169186,0.276579630328342,0.978683579014614,0.194781271275133,0,0
0.717618508264422,0.279266169061884,0.196222283644602,0.0302363603841513,0.358095692005008,0.889596136985347,0,0
0.991906094830483,0.819733653217554,0.206601955927908,0.89239597436972,0.502874743193388,0.220519267953932,0,0
0.380035179434344,0.091656468808651,0.718222713796422,0.0883363008033484,0.0347450389526784,0.0847511123865843,0,0
0.777445221319795,0.158167489338666,0.615521391388029,0.123612797586247,0.0310779174324125,0.508932714117691,0,0
0.934705231105909,0.31597904721275,0.324194693705067,0.416051860665902,0.0427662683650851,0.624287698185071,0,0
0.212142521282658,0.577144707320258,0.569885421078652,0.0799360685050488,0.185174639336765,0.785926511511207,0,0
0.651673766085878,0.999253217829391,0.889803111786023,0.373528662836179,0.000773161649703979,0.776623582933098,0,0
0.125555095961317,0.803754302905872,0.722354283323511,0.447056408040226,0.327996313804761,0.254279565066099,0,0
0.267220668727532,0.32505887770094,0.00329813663847744,0.0169219705276191,0.328134174924344,0.837840901920572,0,0
0.386114092543721,0.157453543273732,0.719194017350674,0.323719996027648,0.243496510898694,0.714931434718892,0,0
0.0133903331588954,0.476655177539214,0.159382624085993,0.215478928759694,0.686329965479672,0.279546159785241,0,0
0.382387957070023,0.0066851309966296,0.833444684511051,0.447668415028602,0.828651208663359,0.478820232208818,0,0
0.86969084572047,0.466255066683516,0.594664815813303,0.140977394301444,0.814596738433465,0.776803754968569,0,0
0.34034899668768,0.150955499149859,0.233544575981796,0.884002539329231,0.902221905766055,0.051226309267804,0,0
0.482080115471035,0.749118463136256,0.055293083190918,0.23976241890341,0.391617817105725,0.808365975506604,0,0
0.599565825425088,0.76232571201399,0.711507685482502,0.0881893204059452,0.993790027685463,0.18080562655814,0,0
0.493541307048872,0.0531363792251796,0.180153133580461,0.901736890897155,0.840498794801533,0.982709357282147,0,0
0.186217601411045,0.668249308597296,0.00773719279095531,0.143896298017353,0.250387499108911,0.542391655500978,0,0
0.827373318606988,0.688931464217603,0.909941086778417,0.0248434855602682,0.703476201975718,0.638183956965804,0,0
0.668466738192365,0.895810699323192,0.788284936221316,0.297881180653349,0.299539426341653,0.157067437889054,0,0
0.79423986072652,0.292835566215217,0.586598976748064,0.723166405456141,0.20029073022306,0.111768439179286,0,0
0.107943625887856,0.527055610669777,0.209306752076373,0.500938713783398,0.161065756808966,0.241365209454671,0,0
0.723710946040228,0.417062535416335,0.065746794687584,0.675891518592834,0.489451664034277,0.330547659425065,0,0
0.411274429643527,0.0728516045492142,0.103523929836228,0.294333517085761,0.562630574218929,0.74364665010944,0,0
0.820946294115856,0.232568378560245,0.96767040528357,0.074190182145685,0.588531513698399,0.991593506187201,0,0
0.647060193819925,0.0818694806657732,0.0194839707110077,0.0738135110586882,0.515434450935572,0.493101041065529,0,0
0.78293276228942,0.785477133234963,0.828276215353981,0.00305370381101966,0.12578972405754,0.0508503280580044,0,0
0.553036311641335,0.350697569316253,0.371870092581958,0.460330250440165,0.751701727509499,0.668860553065315,0,0
0.529719580197707,0.0244661385659128,0.0592965767718852,0.704402598319575,0.734139937674627,0.972578747663647,0,0
0.789356231689453,0.853806022554636,0.259272370254621,0.681460242485628,0.220419876510277,0.648477883310989,0,0
0.023331202333793,0.844928876496851,0.405159010784701,0.667213033884764,0.964597525540739,0.879535323707387,0,0
0.477230065036565,0.399868386797607,0.989972920855507,0.583862823201343,0.54826891887933,0.921288569457829,0,0
0.7323137386702,0.515686919447035,0.421009945683181,0.429381010122597,0.272372031118721,0.396258398424834,0,0
0.692731556482613,0.344126585172489,0.122001743875444,0.869465499417856,0.74663959001191,0.408207833534107,0,0
0.477619622135535,0.803994855610654,0.66168276569806,0.92584649566561,0.584267280064523,0.913942115847021,0,0
0.8612094768323,0.632237621117383,0.869960402138531,0.325395317282528,0.137793648056686,0.547197426203638,0,0
0.438097107224166,0.901007138192654,0.768083860864863,0.0975275184027851,0.857130439486355,0.39643916208297,0,0
0.244797277031466,0.0272313712630421,0.145114353392273,0.558513059979305,0.440955769503489,0.566744417650625,0,0
0.0706790471449494,0.470860099419951,0.995044458191842,0.187424371950328,0.918069702107459,0.709646787960082,0,0
0.0994661601725966,0.773726657964289,0.551897526020184,0.400001953821629,0.664230856578797,0.231604808010161,0,0
0.31627170718275,0.877674823394045,0.0628148741088808,0.278715761611238,0.820674278074875,0.697692259214818,0,0
0.518634263193235,0.0118196601979434,0.30487008439377,0.0296999791171402,0.457892660284415,0.0407195694278926,0,0
0.662005076417699,0.852070770924911,0.423112770775333,0.768154338467866,0.892678557662293,0.468420343240723,0,0
0.406830187188461,0.925016568042338,0.281372049590573,0.136046181665733,0.55900594079867,0.333628031192347,0,0
0.912875924259424,0.71978159295395,0.498634953750297,0.360506038647145,0.955330576980487,0.239212944870815,0,0
0.293603372760117,0.790384651860222,0.220794152934104,0.819792542140931,0.0234349151141942,0.127217399887741,0,0
0.459065726259723,0.119965359801427,0.273534420877695,0.398899391060695,0.262699367012829,0.851217861985788,0,0
0.332394674187526,0.113094966160133,0.595594297396019,0.626339405309409,0.638334116665646,0.179663402028382,0,0
0.65087046707049,0.86526285414584,0.837245790520683,0.530483566224575,0.0359275999944657,0.607617918867618,0,0
0.258016780717298,0.0335448239929974,0.230407143710181,0.765110857551917,0.131731347879395,0.062971145613119,0,0
0.478545248275623,0.874503860017285,0.764533078065142,0.1987132106442,0.457315534353256,0.332903355592862,0,0
0.766310670645908,0.949812887469307,0.0469988295808434,0.176493022590876,0.729469881393015,0.998532940866426,0,0
0.0842469143681228,0.909642648883164,0.328048721188679,0.799044268671423,0.304673960665241,0.682432850124314,0,0
0.875321330036968,0.785929069388658,0.474645766429603,0.0324125483166426,0.35891884076409,0.277715050848201,0,0
0.339072937844321,0.343930789269507,0.487226068042219,0.0317788878455758,0.127586329355836,0.0617002611979842,0,0
0.839440350187942,0.224354566074908,0.897840700345114,0.00169981294311583,0.615830468712375,0.503679155837744,0,0
0.34668348915875,0.743052324280143,0.366138234734535,0.523500172421336,0.0738991315010935,0.0267431326210499,0,0
0.333774930797517,0.292531112208962,0.0698732302989811,0.794394802534953,0.690225984668359,0.24209027714096,0,0
0.476351245073602,0.238031764049083,0.0494797129649669,0.463219330878928,0.402033640537411,0.0912967412732542,0,0
0.892198335845023,0.273623516317457,0.488252474460751,0.121730484999716,0.234384500654414,0.66531204036437,0,0
0.864339470630512,0.648134262068197,0.749503569910303,0.582795585971326,0.125397764379159,0.393149241339415,0,0
0.389989543473348,0.659182016504928,0.0850611843634397,0.360382994404063,0.262124840402976,0.692718015983701,0,0
0.777320698834956,0.363842232851312,0.725718112662435,0.545410821214318,0.14551670383662,0.427772134076804,0,0
0.960617997217923,0.652553295716643,0.692311727441847,0.102035672869533,0.948949962388724,0.210699022980407,0,0
0.434659484773874,0.354875001357868,0.683471318334341,0.196736133191735,0.54255731520243,0.34393517812714,0,0
0.712514678714797,0.707226808182895,0.796085041714832,0.00108086387626827,0.35025376919657,0.98091307724826,0,0
0.399994368897751,0.233507471857592,0.567103974055499,0.48580802953802,0.560713304905221,0.769019101047888,0,8
0.325352151878178,0.23539434815757,0.812988084740937,0.829419787507504,0.503138554748148,0.82099802675657,0,0
0.757087148027495,0.816617266042158,0.20464243227616,0.20045284088701,0.541662307921797,0.0706210066564381,0,0
0.202692255144939,0.893118629232049,0.530958991264924,0.580329667311162,0.344215721357614,0.782413848442957,0,0
0.711121222469956,0.0168020557612181,0.000648419838398695,0.177098435349762,0.818343731341884,0.484370866324753,0,0
0.121691921027377,0.715540535980836,0.493998922873288,0.355426980182528,0.946337072644383,0.641174601856619,0,0
0.245488513959572,0.429430389078334,0.169695335207507,0.520682017318904,0.906218842836097,0.736557713709772,0,0
0.14330437942408,0.781043871305883,0.484617146663368,0.492433441570029,0.14819045481272,0.344511536881328,0,0
0.239629415096715,0.966570835094899,0.459779251134023,0.280732939951122,0.962201789021492,0.278264502063394,0,0
