"V1","V2","V3"
0.280559962592088,0.787696357700042,1
0.20874910778366,0.824331987521145,1
0.338872109353542,0.722704797086771,1
0.0773997765034437,0.702480241644662,1
0.148278185655363,0.814063624688424,1
0.161022362671793,0.805049769952893,1
0.27284062707331,0.780938584858086,1
0.185629888204858,0.822792567953002,1
0.0827214222401381,0.752008692454547,1
0.197590310056694,0.819800555170514,1
0.182069459627382,0.827560718415771,1
0.0731855305610225,0.752730507799424,1
0.0692257822491229,0.731605716783088,1
0.105792963458225,0.770586159604136,1
0.203377312701195,0.840056456485763,1
0.322998424177058,0.707471198774874,1
0.245432368153706,0.797796417050995,1
0.228065099776723,0.832613094325643,1
0.0614595107268542,0.740945132216439,1
0.190038002678193,0.83079216190381,1
0.279477009945549,0.774297963047866,1
0.180702106771059,0.819864266994409,1
0.27468663409818,0.807455778878648,1
0.171309315762483,0.799741972796619,1
0.071150567010045,0.774190528772306,1
0.335863465163857,0.7601487159729,1
0.0877258374588564,0.716699135070667,1
0.0520005789585412,0.706861254491378,1
0.18811838675756,0.840545626380481,1
0.0566758413100615,0.733012710977346,1
0.174311741278507,0.798639353970066,1
0.333229707391001,0.730659568251576,1
0.332048897421919,0.706546687567607,1
0.309849928319454,0.787521856569219,1
0.0908737978199497,0.789566301135346,1
0.221999171702191,0.839988509844989,1
0.221503945463337,0.844825697084889,1
0.197952888975851,0.822291683754884,1
0.0684403483290225,0.768522343342192,1
0.332420322252437,0.70348223450128,1
0.0942415378987789,0.759841509058606,1
0.0653745541581884,0.726187083416153,1
0.293323540780693,0.751170152297709,1
0.341279156203382,0.722423442581203,1
0.311174531583674,0.72244005149696,1
0.304283454734832,0.789420919818804,1
0.27717622788623,0.789619215845596,1
0.309263258939609,0.718241448770277,1
0.196300342143513,0.844910001498647,1
0.328995050047524,0.721325300564058,1
0.109982661879621,0.789383539115079,1
0.322437925753184,0.736968279024586,1
0.152477841568179,0.821234953298699,1
0.111981560545973,0.785638054495212,1
0.0685859194258228,0.756466812174767,1
0.180065677803941,0.812804977991618,1
0.136799823190086,0.817454228538554,1
0.191696315491572,0.815957575186621,1
0.155056032421999,0.809782289224677,1
0.0570645179832354,0.706575383327436,1
0.0790593385696411,0.766871851752512,1
0.313410025602207,0.735160598740913,1
0.317728290194645,0.726163378241472,1
0.092715721600689,0.751829706062563,1
0.343703694897704,0.701726081233937,1
0.0954865971812978,0.700208256032783,1
0.0781502908561379,0.724337098514661,1
0.273171353992075,0.82171464668354,1
0.308676567068323,0.735841420746874,1
0.084710150025785,0.735111052019056,1
0.124169839406386,0.814117436122615,1
0.313113520736806,0.712137128261384,1
0.31067732644733,0.714855989592615,1
0.146184831182472,0.81281874673441,1
0.076050021732226,0.768386178696528,1
0.0983901221072301,0.798133521166164,1
0.341807237756439,0.717934486048762,1
0.292943140817806,0.789787378057372,1
0.211607213551179,0.848804350849241,1
0.0875115650007501,0.732164072827436,1
0.110371540486813,0.774775465473067,1
0.316112286993302,0.753812475153245,1
0.174896753905341,0.811060991510749,1
0.327537061786279,0.721575872320682,1
0.345917991013266,0.707528919668402,1
0.107930609723553,0.769344091543462,1
0.263519806228578,0.823373577976599,1
0.0580656446050853,0.732041805307381,1
0.257610478089191,0.807419951481279,1
0.0909987814957276,0.759112406277563,1
0.31749500031583,0.792626373923849,1
0.320224297256209,0.711693401867524,1
0.185625742585398,0.821047718659975,1
0.309369526454248,0.773532841866836,1
0.13272495851852,0.833895237348042,1
0.262450649146922,0.817545304761734,1
0.173226146236993,0.797879972227383,1
0.316465988918208,0.707202490221243,1
0.191468419856392,0.813789104612078,1
0.277497100271285,0.791860147449188,1
0.295732357888483,0.797302685340401,1
0.265121826180257,0.816001360362861,1
0.307806014432572,0.800193854817189,1
0.290420398628339,0.780459683702793,1
0.0530780583620071,0.728682225989178,1
0.337262929859571,0.76041976014385,1
0.263542863796465,0.831327641499229,1
0.101268709194846,0.790153254487086,1
0.102784776920453,0.787742294860072,1
0.341699348413385,0.702424270438496,1
0.154335912875831,0.831195569143165,1
0.190463539329357,0.803946410026401,1
0.113142471667379,0.784576220682356,1
0.282403318141587,0.823998551396653,1
0.297947917226702,0.749895680253394,1
0.242775645013899,0.800182322680485,1
0.306034325552173,0.794056655385066,1
0.334294732683338,0.758659144176636,1
0.0814718771027401,0.770256619947031,1
0.242880086111836,0.832369248592295,1
0.276067659235559,0.782865108409896,1
0.312077337503433,0.799545348226093,1
0.0610453927423805,0.753693702467717,1
0.0896458579460159,0.77479126448743,1
0.0979142120340839,0.71772129915189,1
0.313708007498644,0.752538798586465,1
0.0600170359713957,0.714721213863231,1
0.0855460699647665,0.753387075825594,1
0.335736475209706,0.717776513437275,1
0.309513893700205,0.786535518628079,1
0.133607585565187,0.790398959186859,1
0.059451890620403,0.709862750698812,1
0.240600483096205,0.843913487682585,1
0.314010069146752,0.734591624082532,1
0.16302055886481,0.810156845569145,1
0.0563272835686803,0.71104418952018,1
0.158785524475388,0.831316338048782,1
0.325720042176545,0.742714389541652,1
0.270991534879431,0.828428563592024,1
0.0695567961083725,0.761141988437157,1
0.209894590824842,0.808391770289745,1
0.341653799405321,0.71245922622038,1
0.310051835514605,0.706283120508306,1
0.227681108447723,0.825768301263452,1
0.108696877793409,0.757359195128083,1
0.288013302325271,0.784609673765954,1
0.26167483702302,0.835417926183436,1
0.110087242117152,0.802339210861828,1
0.272808744339272,0.822830200672615,1
0.182631783839315,0.800191816897131,1
0.233448164258152,0.843005797278602,1
0.331900713755749,0.712356787419412,1
0.198651365749538,0.82506719637895,1
0.30504582549911,0.730369779909961,1
0.238856836780906,0.806558837147895,1
0.304865964385681,0.767675430083182,1
0.300150204449892,0.737465564417653,1
0.0578297925880179,0.745049289579037,1
0.207577496324666,0.844458230643067,1
0.187670788937248,0.845061007176992,1
0.331888068537228,0.741788168705534,1
0.258934259228408,0.818364493967965,1
0.217214752384461,0.843950991355814,1
0.266646214690991,0.792146544263232,1
0.0751194631913677,0.722567504516337,1
0.316410548635758,0.734350262011867,1
0.0708551902789623,0.704028133675456,1
0.205726646096446,0.849389750929549,1
0.215652400767431,0.801803783478681,1
0.0717196408193558,0.775350756803527,1
0.0864802837837488,0.763861140620429,1
0.218308733729646,0.836479214159772,1
0.338202552660368,0.728929336823057,1
0.324229774717242,0.719829709024634,1
0.0985048180446029,0.781940543244127,1
0.326602675998583,0.711765354953241,1
0.146857385733165,0.818436846660916,1
0.0842000192264095,0.74685043473728,1
0.296126049035229,0.764169656753074,1
0.281508109439164,0.785776263521984,1
0.086488156626001,0.731280401046388,1
0.289734856388532,0.77094193919329,1
0.0880916610127315,0.717101435130462,1
0.20901945119258,0.824004860769492,1
0.061398361180909,0.750449422793463,1
0.334049907908775,0.723302956239786,1
0.291004237160087,0.7952938684728,1
0.107859832094982,0.741420570807531,1
0.304687314108014,0.755424588627648,1
0.136686220671982,0.785947083984502,1
0.179734083777294,0.845123801252339,1
0.278228737320751,0.822856423561461,1
0.130858500977047,0.831985060777515,1
0.283802355150692,0.807638242642861,1
0.347308689146303,0.714747324679047,1
0.0633914465084672,0.748816860339139,1
0.103276438824832,0.81179392572958,1
0.116551965009421,0.802400790364481,1
0.0934210246661678,0.786634113593027,1
0.0965201456332579,0.726620876032393,1
0.334415300493129,0.741413253371138,1
0.144643298117444,0.802657985780388,1
0.138559780200012,0.793556913430802,1
0.0839252112666145,0.708741928613745,1
0.288634027657099,0.775877827848308,1
0.326495416974649,0.709809453808703,1
0.113256602175534,0.783982281398494,1
0.0715057280147448,0.77077376821544,1
0.290434761438519,0.793860489933286,1
0.271566197811626,0.822294520295691,1
0.340802864683792,0.724644582241308,1
0.193728603329509,0.82695831725141,1
0.130080016492866,0.806833606061991,1
0.117053146939725,0.75734139214037,1
0.296479803696275,0.772333750722464,1
0.14844451083336,0.81112334986683,1
0.127960793022066,0.813672846078407,1
0.201035238802433,0.835323953279294,1
0.189943601214327,0.843145860766526,1
0.193730914779007,0.827399956691079,1
0.0658690468408167,0.72375609446317,1
