"V1","V2","V3","",""
0.0513394826741097,0.196297689829368,0.0417811590359786,3,1
0.0618883973275222,0.205682819221607,0.0714968220858559,3,1
-0.273269880714344,0.0947390922395816,0.011167822916346,1,2
-0.154155595913763,-0.0628272806172557,0.0283476482091617,1,2
-0.0713644606816713,-0.0330853038117755,0.00448973275327924,1,2
0.31187366329558,0.195813775087124,0.0227222149581893,4,3
0.181517641061987,-0.0364071757734928,-0.0163601147320547,2,4
0.267628768966993,0.239195235759532,0.0843128078446365,4,3
0.173598254031739,0.272103806391562,0.127508502004269,0,3
-0.130656022686187,0.134718793998364,-0.0203523799033432,0,2
-0.0228551054777961,0.248836635254411,-0.00087917216488372,3,1
0.30770668185675,0.232339515953271,0.0248818623670462,4,3
-0.23162349472814,0.00481656221467564,-0.0168953369749955,1,2
-0.073958411196325,0.0537586909912131,-0.0188137174268451,1,2
-0.216838371022845,0.068407726600852,-0.000158566915008697,1,2
-0.180091036318949,-0.0217702966614243,0.0208560736968631,1,2
-0.172278299047973,0.0532199806597491,-0.096453653794224,1,2
-0.179613575441266,-0.0139569635540678,0.00179849030871883,1,2
-0.24446122185708,0.0537907009309525,0.124921376438765,1,2
-0.12094098815889,0.0978647153037825,0.00630531825062446,1,2
-0.0742732868945565,-0.0041066119336069,-0.0861586276872282,1,2
-0.257131442120105,0.0172986692786581,-0.082388224672699,1,2
-0.219387491830806,0.0050142126982234,-0.0242583354620642,1,2
-0.137709289976306,-0.00138031156767056,-0.0376691671352594,1,2
-0.151465526756491,-0.120310428594645,0.0313091862479275,1,2
-0.0921105992882323,0.050826884740265,0.0192022972180592,1,2
-0.286775750038185,-0.0126844150485237,-0.0283013713167086,1,2
-0.111209656789948,0.070577573864384,-0.108939444949221,1,2
-0.226612884476171,-0.0590516607282099,-0.0277737793464006,1,2
-0.124975087002407,0.0585107221116643,0.0123671467013382,1,2
-0.178716908724444,-0.0308385217686444,0.112084455509541,1,2
-0.158041464035938,0.00748643147289218,-0.0280048391289718,1,2
-0.249495101806036,-0.0304268721332081,0.0766028561877612,1,2
-0.21822537499629,0.031431576819226,0.0402187313263393,1,2
-0.218310153292267,0.0549427936719706,-0.0275880767640492,1,2
-0.158083630164857,0.0440988278307522,0.00153273968937259,1,2
-0.180469108363733,0.0739902503029689,0.00401548927944377,1,2
-0.124758235858007,0.113040761378154,-0.0143659450688956,1,2
-0.17005225299882,-0.0141375683574325,-0.138154511882783,1,2
-0.224416040332786,-0.05049518000018,0.0311545777904388,1,2
-0.184480830650157,-0.0436198680449522,-0.0455721764741165,1,2
-0.250818231989042,0.0423006189569375,-0.0424077746059163,1,2
-0.201609017534954,0.0317361961493506,0.044516897111056,1,2
-0.256460495665393,0.0353592430430393,0.0362447827974957,1,2
-0.170871349901,-0.100555032196746,-0.056613828159725,1,2
-0.20867031972594,-0.0143112479329404,0.0455888609654513,1,2
-0.133210548451464,-0.0549708157791809,-0.050053680799262,1,2
-0.145388839596072,0.0304123397994675,0.0455051942899525,1,2
-0.0816794634488892,-0.0460362604305805,0.0313075884899188,1,2
-0.103956524092998,-0.0503093229084311,-0.0103612526991157,1,2
-0.200633549236742,0.066930896092451,0.051991069355882,1,2
-0.130032846459026,0.0128770779872795,0.0431348968991562,1,2
-0.130696044852297,0.0392138047654327,-0.0267702101957723,1,2
-0.138694479323861,-0.018835971829955,0.0348721484625904,1,2
-0.24638246014812,-0.0376038149631172,0.10811775539465,1,2
-0.137103683945409,-0.0680929856204272,0.021886888145705,1,2
-0.229349683683898,0.0351975812117974,0.129998563040674,1,2
-0.142698178898347,-0.035400696011551,-0.0243105311721812,1,2
-0.154618593183708,-0.0208893406321027,-0.00177798000129839,1,2
-0.102325738530395,0.00731893892132456,0.0131663154674387,1,2
-0.182472088045951,0.0664971076565197,-0.00273264967615531,1,2
-0.20662916593989,-0.00344664390666498,-0.0661548344733057,1,2
-0.188452720565163,-0.075116515141642,0.0171463702763045,1,2
-0.0613258431729736,-0.0445804845102893,0.0071313880072409,1,2
-0.253658046640759,-0.00845474045636355,0.064899371658053,1,2
-0.0777045065303542,0.0863281245601049,0.00838724198868351,1,2
-0.172568224370624,0.0441881350259369,0.10924649396732,1,2
-0.225205437823816,0.00294669286180809,-0.0143233188164623,1,2
-0.0967430476014998,0.0204784570104928,0.0198631235983339,1,2
-0.12657185292176,-0.0179275425419236,0.0291987079632941,1,2
-0.132052838334646,-0.0169936149323422,-0.0495291075697849,1,2
-0.186989785931966,0.0731393613654792,0.0756667664653647,1,2
-0.170359819036361,-0.107267933342584,-0.0584708761419899,1,2
-0.229017056448145,0.0494753058496672,0.0150469924304729,1,2
-0.172573813364388,0.120909514637179,0.0201972820271585,1,2
