"V1","V2","V3","V4","V5"
0.2655086631421,0.418341399403289,0.557113793911412,0,0
0.37212389963679,0.806308642262593,0.432895523961633,0,0
0.572853363351896,0.19947513542138,0.906731120077893,0,0
0.908207789994776,0.876818483462557,0.993831063620746,0,0
0.201681931037456,0.500677593285218,0.509873332688585,0,0
0.898389684967697,0.0111756247933954,0.193706321530044,0,0
0.944675268605351,0.323815386043862,0.504568849457428,0,0
0.660797792486846,0.545815849676728,0.518216271884739,0,0
0.62911404389888,0.687680064700544,0.193214638857171,0,0
0.0617862704675645,0.909198254812509,0.896876958198845,0,0
0.205974574899301,0.495335392188281,0.554751314921305,0,0
0.176556752528995,0.0386790884658694,0.448722785338759,0,0
0.687022846657783,0.631469011306763,0.442608533892781,0,0
0.384103718213737,0.50649535912089,0.83097996446304,0,0
0.769841419998556,0.91798297315836,0.702816658420488,0,0
0.497699242085218,0.86035815323703,0.573230040958151,0,0
0.717618508264422,0.7567601618357,0.130741127068177,0,0
0.991906094830483,0.643409877317026,0.45985362958163,0,0
0.380035179434344,0.75470459042117,0.000699317781254649,0,0
0.777445221319795,0.699998698430136,0.254930441034958,0,0
0.934705231105909,0.632609739666805,0.649749958887696,0,0
0.212142521282658,0.332446952816099,0.864694346208125,0,0
0.651673766085878,0.251253550406545,0.0745183913968503,0,0
0.125555095961317,0.451774204848334,0.667403572704643,0,0
0.267220668727532,0.764533405890688,0.0553965987637639,0,0
0.386114092543721,0.894513131119311,0.401562868617475,0,0
0.0133903331588954,0.722020320594311,0.799365673447028,0,0
0.382387957070023,0.269861862296239,0.594988855533302,0,0
0.86969084572047,0.501946410397068,0.952667751116678,0,0
0.34034899668768,0.48967051343061,0.438385075191036,0,0
0.482080115471035,0.0259780348278582,0.447343944571912,0,0
0.599565825425088,0.627018344355747,0.22826698445715,0,0
0.493541307048872,0.793357360642403,0.591316143516451,0,0
0.186217601411045,0.793068541912362,0.717696225270629,0,0
0.827373318606988,0.147637455258518,0.236811292823404,0,0
0.668466738192365,0.572132761823013,0.586521542398259,0,0
0.79423986072652,0.218543328111991,0.705288685159758,0,0
0.107943625887856,0.894940519705415,0.999580144416541,0,0
0.723710946040228,0.337400537217036,0.991053103469312,0,0
0.411274429643527,0.728070278884843,0.807687355903909,0,0
0.820946294115856,0.273726991377771,0.224866503383964,0,0
0.647060193819925,0.611233501462266,0.196883694734424,0,0
0.78293276228942,0.190514831570908,0.638425452634692,0,0
0.553036311641335,0.378682658541948,0.140276707010344,0,0
0.529719580197707,0.655463400529698,0.299413297092542,0,0
0.789356231689453,0.49395700218156,0.149523519910872,0,0
0.023331202333793,0.260791746433824,0.092288990272209,0,0
0.477230065036565,0.931615627603605,0.0181912851985544,0,0
0.7323137386702,0.537074086721987,0.730125993490219,0,0
0.692731556482613,0.492490614531562,0.563220132375136,0,0
0.477619622135535,0.631135701667517,0.155691125430167,0,0
0.8612094768323,0.881205163197592,0.189958912087604,0,0
0.438097107224166,0.460682143457234,0.623692908091471,0,0
0.244797277031466,0.242750660516322,0.244731695391238,0,0
0.0706790471449494,0.370363303460181,0.742409756872803,0,0
0.0994661601725966,0.874555521644652,0.44893461256288,0,0
0.31627170718275,0.915374039905146,0.625840272987261,0,0
0.518634263193235,0.6467552438844,0.810281036421657,0,0
0.662005076417699,0.545471457066014,0.294143430655822,0,0
0.406830187188461,0.903578170575202,0.434181824559346,0,0
0.912875924259424,0.152716621523723,0.602761781541631,0,0
0.293603372760117,0.0110140999313444,0.945194302825257,0,0
0.459065726259723,0.634206203510985,0.0680491598322988,0,0
0.332394674187526,0.363025955390185,0.860099470475689,0,0
0.65087046707049,0.0299305927474052,0.824554965598509,0,0
0.258016780717298,0.495116189820692,0.344934941502288,0,0
0.478545248275623,0.304697251878679,0.508042455418035,0,0
0.766310670645908,0.0840115807950497,0.886306363623589,0,0
0.0842469143681228,0.472256891895086,0.315331482794136,0,0
0.875321330036968,0.363844325533137,0.922296671196818,0,0
0.339072937844321,0.310762310866266,0.364368789829314,0,0
0.839440350187942,0.723979425150901,0.342556052841246,9,9
0.34668348915875,0.422477406216785,0.170019932091236,0,0
0.333774930797517,0.634634148329496,0.47097377711907,0,0
0.476351245073602,0.484235360985622,0.645244849380106,0,0
0.892198335845023,0.0481581164058298,0.821620444534346,0,0
0.864339470630512,0.0111460292246193,0.378732717363164,0,0
0.389989543473348,0.852877904195338,0.995389005634934,0,0
0.777320698834956,0.514164796099067,0.782595994183794,0,0
0.960617997217923,0.150898399529979,0.755430569406599,0,0
0.434659484773874,0.162589426385239,0.791290270164609,0,0
0.712514678714797,0.122806937200949,0.100510202348232,0,0
0.399994368897751,0.203696175711229,0.631876349914819,0,0
0.325352151878178,0.67102820170112,0.690614482853562,0,0
0.757087148027495,0.649107762612402,0.417460301890969,0,0
0.202692255144939,0.0042785806581378,0.156662159832194,0,0
