"V1","V2","V3","",""
-0.134504954688285,0.114365142367273,0.150046358450424,1,1
-0.155737279829605,0.146208731649743,0.181719020883085,1,1
-0.166490663442946,0.109318560682681,0.13010273271257,1,1
-0.114390750043772,0.0919344881113599,0.00485953657098251,1,1
-0.121047084154097,0.0666990330691556,0.0529504458580718,1,1
-0.194552048181662,0.0271395006755438,0.233719230721401,1,1
-0.206376517608411,0.0117540354226231,0.204961222346166,1,1
-0.131425082104146,0.0792225749874215,0.0944180446887223,1,1
-0.0974276145819202,0.149827428811844,0.0260008892904728,1,1
-0.156267576972428,-0.0305988184989168,0.141024587943794,1,1
-0.183812062306848,-0.00126118957474896,0.258775726972747,1,1
-0.219792476709301,0.178716337994613,0.196137610682896,1,1
-0.190533699910918,-0.0117696250570445,0.149424780068357,1,1
-0.208165128028787,0.0702302487157528,0.210321482266231,1,1
-0.091970404123422,0.0921047890614893,0.197135574984722,1,1
-0.0934310632914998,0.0699126773775389,0.187176620770964,1,1
-0.219165103413386,0.0105838259981217,0.0464945719513478,1,1
-0.159543768918536,0.0571850230626794,0.0598677095338569,1,1
-0.112524882645494,0.0892092377918508,0.0947174003779946,1,1
-0.285216420833731,0.115483152122449,0.0533001245373418,1,1
-0.100646286867167,0.0963799984607172,0.0564151354405005,1,1
-0.198244098592353,0.119932330951273,0.0375647069655929,1,1
-0.177666039406314,-0.0840632518170937,0.056192505530192,1,1
-0.266800089653065,0.103730225837332,0.120358293517735,1,1
-0.255957771378998,-0.021136033099552,0.0906469153547886,1,1
-0.141691479701443,0.0933745465976116,0.229102369060765,1,1
-0.201450103159468,0.0390471222252596,-0.0258260864834107,1,1
-0.233529983472931,0.063285433742279,0.109626912298332,1,1
-0.184648934995675,0.0758268576814822,0.239023878803714,1,1
-0.114860769101408,0.0790206793138267,0.0773192524823484,1,1
-0.114163125845556,0.0324774271918182,0.0402857657212001,1,1
-0.115543062250429,0.033733342827151,0.229246523368693,1,1
-0.145249137457158,0.059696722645246,0.140810328777487,1,1
-0.243362990503071,-0.0373495974560388,0.0736080777431843,1,1
-0.227962456540939,0.151684043712089,0.108837319822343,1,1
-0.116294842933815,0.0466024718108751,0.222143786764776,1,1
-0.246914092217025,-0.0649055151242488,0.102545988632511,1,1
-0.130490418823954,0.0678922519742901,0.131045021846946,1,1
-0.197779063639559,0.0529284159037914,0.184506659667819,1,1
-0.189207631165864,-0.0509121413622082,0.0621713766422869,1,1
-0.178538972390601,-0.00573634391690439,0.11031462329036,1,1
-0.135170903928037,0.0992756610773742,0.096253808873511,1,1
-0.178686286769417,0.138235397629323,0.17374015508117,1,1
-0.108772884166759,0.0559465906863644,0.0616445163317137,1,1
-0.0589286021536351,0.0842794594161785,0.0274563516413846,1,1
-0.164348399338473,-0.00473090195430377,0.152751332115851,1,1
-0.134108300330752,0.13301666142789,0.0767098750686656,1,1
-0.146301203653313,0.0900050053576709,0.190238559959833,1,1
-0.225958482799222,0.0758233940373859,0.200472796448058,1,1
-0.222704214577969,0.119147221925213,0.0743360370743924,1,1
-0.0422017660850805,0.135941262264032,0.121643986170164,1,1
-0.108058050655154,0.0200193761926219,0.197488706216208,1,1
-0.116885202403902,0.101256900060488,0.24733108861197,1,1
-0.154586106033329,0.00281764414186575,0.0756115386256713,1,1
-0.133163469254062,0.218329491823368,0.0676342626257701,1,1
-0.154314521583288,0.0996394852972549,0.0830691623952301,1,1
-0.161281150071395,0.0666632528157047,0.224244023030116,1,1
-0.149776127702653,0.0362260746139732,0.0426689437743436,1,1
-0.228023419739422,0.054294209709855,0.0522623810597757,1,1
-0.113087895380298,0.0733104192596137,-0.00759425471361342,1,1
-0.17987493046074,0.108127998532691,0.0730387062556551,1,1
-0.0870288153901723,0.0346918449558619,0.0753975693122478,1,1
