"V1","V2","V3","V4","matrix(predictedLabels, nrow(dataFrame), 1)"
0.2655086631421,0.728582562180236,0.499059030553326,0,0
0.37212389963679,0.382475652033463,0.308870141627267,0,0
0.572853363351896,0.217958516674116,0.678590937517583,0,0
0.908207789994776,0.466072072507814,0.794194245478138,0,0
0.201681931037456,0.816778326872736,0.367260571802035,0,0
0.898389684967697,0.365623440826312,0.433409564197063,0,0
0.944675268605351,0.448217630852014,0.983685632236302,0,0
0.660797792486846,0.246718648821115,0.42451738147065,0,3
0.62911404389888,0.475801954744384,0.405638459604234,0,0
0.0617862704675645,0.451665241504088,0.196300012525171,0,0
0.205974574899301,0.513663930585608,0.527021870249882,0,0
0.176556752528995,0.318022962892428,0.893713407916948,0,0
0.687022846657783,0.838424628833309,0.915524515789002,0,0
0.384103718213737,0.419850889127702,0.403796224854887,0,0
0.769841419998556,0.986091786064208,0.091845617396757,0,0
0.497699242085218,0.637166417902336,0.255478486185893,0,0
0.717618508264422,0.722456869669259,0.455804052297026,0,0
0.991906094830483,0.610887099755928,0.536044237669557,0,0
0.380035179434344,0.325331869069487,0.145501658087596,0,0
0.777445221319795,0.76003406313248,0.277434122515842,0,6
0.934705231105909,0.551146095385775,0.281960213556886,0,0
0.212142521282658,0.349090348463506,0.706164525123313,0,0
0.651673766085878,0.608033351833001,0.363169110147282,0,0
0.125555095961317,0.545165952760726,0.490722689311951,0,0
0.267220668727532,0.90061769192107,0.609544387087226,0,8
0.386114092543721,0.215083233779296,0.0410491332877427,0,0
0.0133903331588954,0.338796323165298,0.516118414700031,0,0
0.382387957070023,0.442790275206789,0.700948791811243,0,0
0.86969084572047,0.647114859893918,0.0331341817509383,0,0
0.34034899668768,0.217792805284262,0.393316697794944,0,0
0.482080115471035,0.289498634170741,0.863326438935474,0,0
0.599565825425088,0.700236862991005,0.727261601481587,0,0
0.493541307048872,0.444144908105955,0.0307712955400348,0,0
0.186217601411045,0.267783672083169,0.699895725119859,0,0
0.827373318606988,0.687669077888131,0.175242639146745,0,0
0.668466738192365,0.96297422493808,0.026862429920584,0,0
0.79423986072652,0.0310063571669161,0.150674352655187,0,0
0.107943625887856,0.281368960160762,0.469609117833897,0,0
0.723710946040228,0.832644248148426,0.0886858459562063,0,0
0.411274429643527,0.54215047089383,0.329245575005189,0,0
0.820946294115856,0.415009210351855,0.587362247286364,0,0
0.647060193819925,0.172579421428964,0.738690681522712,0,0
0.78293276228942,0.354351948481053,0.772533346898854,0,2
0.553036311641335,0.756871750811115,0.81183837656863,0,0
0.529719580197707,0.0870190584100783,0.652342326473445,0,0
0.789356231689453,0.69003860396333,0.278731941012666,0,6
0.023331202333793,0.541789002483711,0.901677665300667,0,0
0.477230065036565,0.920762685826048,0.924660277087241,0,0
0.7323137386702,0.818946530576795,0.842681194888428,0,0
0.692731556482613,0.194014929467812,0.0199466627091169,0,0
0.477619622135535,0.884498410159722,0.814378039678559,0,0
0.8612094768323,0.25910815759562,0.653393159853294,11,2
0.438097107224166,0.0452976082451642,0.112802878255025,0,0
0.244797277031466,0.768818611511961,0.0417236483190209,0,0
0.0706790471449494,0.40721717197448,0.591336457757279,0,0
0.0994661601725966,0.225706455763429,0.0956089068204165,0,0
0.31627170718275,0.377147537656128,0.586475310614333,0,0
0.518634263193235,0.404542906209826,0.393675939878449,0,0
0.662005076417699,0.682884469861165,0.0995212821289897,0,0
0.406830187188461,0.141529371729121,0.155464768176898,0,0
0.912875924259424,0.895410337019712,0.313303938135505,0,0
0.293603372760117,0.566669817548245,0.0564645985141397,0,0
0.459065726259723,0.240712343016639,0.950881880009547,0,0
0.332394674187526,0.271337535232306,0.48093961761333,0,0
0.65087046707049,0.729500901419669,0.469386855373159,0,0
0.258016780717298,0.363758822670206,0.735672811744735,0,0
0.478545248275623,0.137263438897207,0.0805779581423849,0,0
0.766310670645908,0.475984320510179,0.498298950958997,0,0
0.0842469143681228,0.209830749547109,0.51882154494524,0,0
0.875321330036968,0.426390177570283,0.724839219357818,0,2
0.339072937844321,0.933926332509145,0.583581800805405,0,8
0.839440350187942,0.337052690330893,0.806453178171068,0,2
0.34668348915875,0.376408368116245,0.1389411163982,0,0
0.333774930797517,0.766328344587237,0.859098833752796,0,0
0.476351245073602,0.0284700384363532,0.661829000804573,0,0
0.892198335845023,0.813916370505467,0.780906027182937,0,0
0.864339470630512,0.46989305713214,0.481061320286244,0,0
0.389989543473348,0.658776498865336,0.756814543390647,0,0
0.777320698834956,0.601017767330632,0.547378289746121,0,0
0.960617997217923,0.811404328793287,0.636540673673153,0,0
0.434659484773874,0.090960789937526,0.628285167738795,0,4
0.712514678714797,0.807319341227412,0.0225252341479063,0,0
0.399994368897751,0.988509297836572,0.73575429385528,0,0
0.325352151878178,0.0292773067485541,0.816267851507291,0,0
0.757087148027495,0.557990523986518,0.686624066904187,0,0
0.202692255144939,0.847535213455558,0.592815998010337,0,8
0.711121222469956,0.332224232144654,0.948974064784124,0,0
0.121691921027377,0.450759780826047,0.453269514488056,0,0
0.245488513959572,0.13791623339057,0.423643815563992,0,0
0.14330437942408,0.693613505689427,0.359049414750189,0,0
0.239629415096715,0.188161293044686,0.955481100827456,0,0
0.0589343772735447,0.254555074730888,0.981633176328614,0,0
0.642288258532062,0.805061431601644,0.292659221915528,0,0
0.876269212691113,0.838783896761015,0.71288953255862,0,0
0.778914677444845,0.349223874043673,0.67324570287019,0,2
0.79730882588774,0.503732687328011,0.140451389132068,0,0
0.455274453619495,0.954502060776576,0.771027078386396,0,0
0.410084082046524,0.409125008853152,0.286812555510551,0,0
0.810870242770761,0.102829278912395,0.0506323939189315,0,0
0.604933290276676,0.0348495489452034,0.92441007331945,0,0
0.654723928077146,0.441359204705805,0.130808536894619,0,0
0.353197271935642,0.515410119434819,0.787749429931864,0,0
0.270260145887733,0.048601993592456,0.547916257986799,0,4
0.99268406117335,0.782043836545199,0.581219063140452,0,0
0.633493264438584,0.369038092438132,0.399313505971804,0,0
0.213208135217428,0.987133435439318,0.903464312897995,0,0
0.129372348077595,0.905435787048191,0.174516201484948,0,0
0.478118034312502,0.926896344171837,0.243574385298416,0,0
0.924074469832703,0.402164421509951,0.208918790332973,0,0
0.59876096714288,0.882498705061153,0.176322097424418,0,0
0.976170694921166,0.808162943227217,0.250088795088232,0,0
0.731792511884123,0.503478415543213,0.943092349451035,0,0
0.356726912083104,0.825879451120272,0.802614090498537,0,0
0.431473690550774,0.117372903274372,0.0243735981639475,0,0
0.148211560677737,0.68694415432401,0.352303731255233,0,0
0.0130775754805654,0.525296108797193,0.0162691401783377,0,0
0.715566066093743,0.349236914189532,0.553855396108702,0,0
0.103184235747904,0.147755447542295,0.697306172689423,0,0
0.446284348610789,0.6545126773417,0.880932689644396,0,0
0.640101045137271,0.498737999470904,0.234949371311814,0,0
0.991838620044291,0.845711011439562,0.805733797606081,0,0
0.495593577856198,0.657809982309118,0.724760854849592,0,0
0.484349524369463,0.389655211241916,0.838045564712957,0,0
0.173442334868014,0.855111821787432,0.605370324337855,0,0
0.754820944508538,0.590274643152952,0.870311436243355,0,0
0.453895489219576,0.605991833843291,0.701759880175814,0,0
0.511169783771038,0.0565352817066014,0.751018603798002,0,0
0.207545113284141,0.738651017891243,0.237179309362546,0,0
0.228658142732456,0.549250365234911,0.819251761771739,0,0
0.595711996313184,0.400177373783663,0.932097794488072,0,0
0.57487219828181,0.512444427935407,0.862149117514491,0,0
0.0770643802825361,0.637460701400414,0.961396052734926,0,0
0.0355405795853585,0.953141514444724,0.791352997301146,0,0
0.642795492196456,0.0973743521608412,0.885551902931184,0,0
0.928615199634805,0.465710261603817,0.63083051610738,0,0
0.598092422354966,0.0443670353852212,0.429523746250197,0,0
