"V1","V2","V3","V4","V5"
-0.0326059128972659,0.273096947931435,0.0619089075866918,3,1
-0.161072205988941,-0.0916426871095858,-0.0288763317534492,1,2
0.0218552897627333,0.179414759772916,-0.121274982608459,0,1
-1.21669358643827,0.749432288063882,0.477793827536083,8,3
-0.171663216859442,-0.0298543643702326,0.0304366336221593,1,2
0.334745995737289,0.24621530562976,-0.0458192022358161,4,4
-0.0662866651040614,0.147451057677417,0.101869990622794,3,1
-0.0156690823411467,0.292575116799438,-0.000839989328369067,3,1
-0.721608492142262,1.22617700675374,-0.356580531434697,5,10
-0.133185063494311,-0.103615543875007,0.00867697048649669,1,2
-0.201956019853778,-0.0825112438367304,0.0191480990143876,1,2
0.272973226039666,-0.0808287365045799,0.00525596336941164,0,5
0.155518940054682,0.00272376611846344,-0.049962474761059,2,5
0.0425818079714379,-0.144887297587807,0.0342119504368811,0,5
0.337264757885607,0.205873167580451,0.0163593758665212,4,4
-0.118640992470054,0.00264492146754983,-0.00493912516077924,1,2
-0.691710360152449,1.3142243994034,-0.341172400305017,5,11
-1.2660371198803,0.664287338295969,0.328778077031467,8,6
0.252014168704554,0.346436309659303,-0.0423326893466717,4,4
-1.1647691194216,0.771574918530327,0.410381392784662,8,6
-0.165324934987836,-0.0477082074045092,0.127211822891872,1,2
-0.109136391093142,-0.108834078778092,-0.0679311162862168,1,7
0.0282991589878582,0.174197128813659,0.158554749524357,0,1
0.0822104808874934,0.0448624972046037,0.016850035213169,2,5
0.146461370358927,0.19992700976776,0.0263980056646523,0,1
-0.156033541024662,-0.0191190628309281,-0.0388273115878232,1,2
0.296231041981303,0.217923559426234,0.0835978750286693,4,4
0.0474146664222767,-0.10478270628249,0.0330914183871864,0,5
0.196853776257504,0.335839890628111,0.0560090714964926,4,4
-0.172178009910339,0.125257137965353,0.098213312487845,0,2
0.266397932246955,0.282754296880049,0.119366222140516,4,4
-0.171765348611574,0.101702679045706,0.0739932126406027,0,2
0.0938118662616044,0.265071901291726,0.0420375701215017,3,1
0.0664846689453797,0.352697316294835,-0.0467651577378481,0,1
-1.23125336054175,0.788941781597937,0.397899114825275,8,6
-0.0792714627792735,-0.0132893139350904,0.0861419519875685,1,2
0.256095066790522,0.242366947183,0.148445221486182,0,4
-0.0322494903771303,0.184977189603603,0.103170058537048,3,1
-0.0548599850691343,-0.0360021748522832,-0.0459521522326449,1,2
-0.159105440908812,0.0781614402191747,-0.0229854161974152,1,2
-0.125231810270219,-0.0334144213336151,0.0316475640602296,1,2
-0.0746838538062681,-0.068865641125182,0.0148787129384723,1,2
-0.15659956303881,0.0260532483095708,0.0282021365337217,1,2
-0.176681608388908,0.0792897733111595,0.0194024172085198,1,2
-0.0999487882956915,-0.0338091110842069,0.0203033090356368,1,2
-0.0902337182442227,-0.0184839129056346,0.00627169023004048,1,2
-0.198736597902014,0.0468199416582398,-0.0307981148242485,1,2
-0.189614854352487,0.00214103371445168,0.0470671609367704,1,2
-0.120612610678061,-0.114631469712254,-0.0715041198624018,1,7
-0.203505881249969,-0.0220150148901445,0.0960635649784259,1,2
-0.163151733224797,-0.0472360920738945,0.056730999794224,1,2
-0.138946471366574,-0.0540350470054339,0.0780788052475325,1,2
-0.0978288306840061,0.00458968967343098,0.048167392263273,1,2
-0.19215477543322,0.017013471980971,0.0663138800979598,1,2
-0.0376750892940954,0.0215848140354654,0.0746165473286793,1,2
-0.126800772976351,-0.0296625657043913,0.0574330500278084,1,2
-0.0876149309205606,-0.073275544971376,0.0665292351287063,1,2
-0.136205807738809,-0.00781321114563451,0.0782550382271493,1,2
-0.0679257205134866,0.0474234775355383,0.0342441209796782,1,2
-0.140719057810026,0.00862795446223746,-0.0230249439467951,1,2
-0.146801373804675,-0.0370907797223305,0.0516247837059136,1,2
-0.170830643644375,0.026395763647255,0.00504340986180019,1,2
-0.132187235518039,-0.0484427686135911,-0.000796052137827599,1,2
-0.0507854796046263,-0.0667303911916819,0.0525007354533546,1,2
-0.0989980594405965,-0.0255929790265264,0.0518602496558557,1,2
-0.147534610395563,-0.0306623551799923,0.00740749996481446,1,2
-0.147606877724718,0.0232350771259808,0.0147849807051555,1,2
-0.112032905493639,-0.0919539997138431,-8.6920757655543e-05,1,2
-0.153936129503851,0.0932818178463792,-0.0741419325419597,1,2
-0.0999814110856488,0.0546906622433255,0.0877086291119407,1,2
-0.163997034179607,-0.0768396362230042,-0.031754251571422,1,2
-0.0894997791343538,-0.0795657160100508,0.132185527200151,1,2
-0.122903262746425,-0.0272996978999037,-0.0618092289360946,1,2
-0.0372671748468449,-0.0246934688831129,-0.0195078599035198,1,2
-0.139547383196936,0.0117154256513977,0.0742552371762328,1,2
-0.111112544638688,0.0503222953877398,0.118348297255908,1,2
-0.153363963500487,-0.0437417262235497,-0.0312859701000211,1,2
-0.167664743618076,0.037415886436335,-0.0174897299171154,1,2
-0.0945589070340786,0.0190824122067038,-0.0228423805270858,1,2
-0.140610514264103,0.110522463474186,-0.0433412322823215,1,2
-0.0381223116774949,-0.0503269351377598,0.0494806238566933,1,2
-0.106245715543393,-0.0324961194080971,0.0529789962035236,1,2
-0.172467251850411,-0.0036127512248384,0.0669966945016683,1,2
-0.107224019230553,-0.0439561618079081,0.109984092746684,1,2
-0.113797050854945,-0.0601379301527849,-0.00965520448631834,1,2
-0.0688378603477849,-0.0433128678272597,-0.0102561342238434,1,2
-0.0742978852507119,-0.0528579191774046,-0.0625355616957595,1,2
-0.083019186049694,0.0885387263036195,-0.0171227960682614,1,2
-0.203504169307371,-0.00926827454589486,-0.0177432382329633,1,2
-0.0836846187583823,-0.0292165836999233,0.021609740933252,1,2
-0.208939207975705,-0.0608548422600972,0.0624337725830435,1,2
-0.241133820117347,-0.0437891610037391,0.0227292591129421,1,2
-0.108374296417522,-0.0189382135328696,-0.0859303980465057,1,2
-0.193832089311966,-0.0609336249150251,0.0611757416760648,1,2
-0.134571714629252,-0.0619004985481742,0.0342523895716613,1,2
-0.0141754341215731,0.0140566512457487,0.0280523293613369,1,2
-0.16556484026932,-0.0716340684282377,0.0572460085525703,1,2
-0.177044730089071,-0.0182428017748025,-0.0221091131502212,1,2
-0.0921705771218853,0.0707805459010395,0.0338855383229514,1,2
-0.0484908818897288,0.095568491758029,0.0329888783887577,1,2
-0.0895984355948818,-0.0623828628454078,0.0894104698573046,1,2
-0.037738523405826,0.0149562864341793,0.0838923962093261,1,2
-0.111463794467774,-0.0207631617804491,-0.00835876773647867,1,2
-0.270495708815833,0.0143496905594232,0.0732296704663682,1,2
-0.0993210142977283,-0.0710388392465191,-0.0618787533486857,1,2
-0.162444983523895,0.0141035797820024,0.0595381139356769,1,2
-0.0771027198986531,0.00987917824973501,0.0454453899708118,1,2
-0.190916822301915,-0.0889278203046598,-0.0418733125370895,1,2
-0.239270058313557,-0.0826597215719977,0.0448898811806901,1,2
-0.0602746795697285,0.0220562363448661,-0.0559138986569352,1,2
-0.114588915207468,-0.0566276751421899,-0.117273603555669,1,2
-0.0855944990863476,0.0796628797489026,0.0462897416622045,1,2
-0.105437004434636,0.0669701573316771,0.0227058487244674,1,2
-0.147623452689974,0.00225015144897979,-0.0145420710029306,1,2
-0.143570060757133,-0.0398787904180143,-0.0242153410587344,1,2
-0.115678089243972,0.0367539977470903,0.0476823639866241,1,2
-0.206461910068188,-0.00332479996999058,0.0783949969347612,1,2
-0.0519998278738379,0.037507640390641,-0.0801571048045991,1,2
-0.222757265176787,0.00821580516436101,-0.0036545192298517,1,2
-0.152133789430988,-0.0687299947096775,0.0647723234491194,1,2
-0.148710363550325,-0.00921590337835624,-0.0646243733168498,1,2
-0.174470872761761,0.0081711333928516,-0.0114823875389592,1,2
-0.0876731511380429,0.0158033481594555,0.0432292407785399,1,2
-0.141722325313477,0.0374565250851563,-0.000637531429185339,1,2
-0.187005873132003,-0.0188271146890352,0.0279059407248089,1,2
-0.207159805674341,-0.0275197648049674,0.0558871748743168,1,2
-0.152324178521913,0.042420167164688,-0.0252503089485238,1,2
-0.118655747732984,0.0244154441331876,0.0775309458567864,1,2
-0.16611795017851,-0.0593658032796149,-0.0147160029428017,1,2
-0.157970778927248,-0.0520157649432658,0.0175842492382789,1,2
-0.049562257717422,-0.0185237031128768,0.0903682080617602,1,2
-0.121876305378665,0.0265083281398824,-0.0436680510652662,1,2
-0.220605117101355,-0.0438465788076933,0.00897842090621478,1,2
-0.148391131042124,-0.087655069415185,0.0337732261296868,1,2
-0.185378436000489,-0.0306256547511719,0.0252398501056766,1,2
-0.218694563009636,-0.0343365530940696,0.0477473596724454,1,2
-0.164637118752567,0.0212904195941919,0.0250391655641402,1,2
-0.0422071209247191,-0.0103084933106974,-0.0429836292457929,1,2
-0.104472749444252,-0.00979232082697509,0.0561395235424566,1,2
-0.0627888175604947,0.0678942512723549,0.0507167825928385,1,2
-0.0812726902663267,0.0734053835121402,0.0273239900550244,1,2
-0.0440602581102702,-0.0555131750314423,0.0798830234039692,1,2
-0.106466507301007,-0.0467418934222139,-0.0391260313925832,1,2
-0.150578822224491,-0.0580213591222798,0.0225946870159154,1,2
-0.178227794589236,-0.0365176703788866,0.0119866465240168,1,2
-0.131059671031705,-0.0437393889872315,0.0180122630238022,1,2
-0.0999050245172827,0.0019288590328453,0.0740829672101532,1,2
-0.170168385226935,0.0625468111941452,-0.0915624576403409,1,2
-0.0711521152040481,-0.00825321202466868,0.124187056331816,1,2
-0.0905759970109782,-0.0262985807471743,-0.0196687264083372,1,2
-0.103109618120907,0.0689184458969387,-0.0503252731212749,1,2
-0.11931370072958,-0.0248956358760493,-0.0249765488293286,1,2
-0.252774051484437,-0.014419603705172,0.069811849526691,1,2
-0.114617874464867,-0.126719990204682,0.0469230235662185,1,2
-0.219940619052246,-0.0268115526970835,0.0970977510692934,1,2
-0.0665317684383521,-0.0419023345491803,-0.0126296326674301,1,2
-0.180153987322815,-0.0497352055470286,0.0519487609437866,1,2
0.0446454974043787,0.0499956810333403,0.0397255371007998,1,5
-0.139210984822507,-0.0655636523407859,-0.0561429293378159,1,2
-0.0695560496333896,-0.0408184939015693,-0.0211889346316945,1,2
-0.0459329371717162,-0.0485028982143907,0.0273951493707266,1,2
-0.206512772093447,0.0210793717740376,-0.00355544714588255,1,2
-0.181360884420897,-0.0271256051470584,0.0900410796354053,1,2
-0.0991214562193069,-0.054146303175131,-0.00930727385918722,1,2
-0.10866298626546,0.00304169856210482,0.00870078835241124,1,2
-0.0700493242057083,-0.00453120276210096,0.0186525780084185,1,2
-0.0632416634438212,-0.00521314629198442,-0.0265296622498357,1,2
-0.0321176724658964,-0.0847129759861817,0.0209112921935495,1,2
-0.109741880148192,0.0161761424199548,0.0120333117986104,1,2
-0.143597822347131,-0.0195839016346055,-0.0897546813459285,1,2
-0.172785895875243,0.0218590350452868,0.0306323950277771,1,2
-0.21530423496825,0.0275782275376723,-0.002197322553409,1,2
-0.179183212314067,-0.023921930743527,0.0149238986432168,1,2
