"V1","V2","V3","V4"
0.2655086631421,0.210602745879441,0.593030882300809,0
0.37212389963679,0.114786378573626,0.552883221535012,0
0.572853363351896,0.145364066585898,0.596704040886834,0
0.908207789994776,0.309932197909802,0.392630681628361,11
0.201681931037456,0.150242058327422,0.260375924175605,0
0.898389684967697,0.526681731687859,0.739883325062692,0
0.944675268605351,0.117897983407602,0.0265068945009261,0
0.660797792486846,0.477292852010578,0.840838738717139,0
0.62911404389888,0.308382817544043,0.850526852300391,0
0.0617862704675645,0.305229067336768,0.135685091372579,0
0.205974574899301,0.299795516533777,0.388377577066422,0
0.176556752528995,0.654534135246649,0.856637699529529,0
0.687022846657783,0.381161015247926,0.0793098488356918,0
0.384103718213737,0.743714642245322,0.226611532503739,0
0.769841419998556,0.681525232736021,0.765215481631458,0
0.497699242085218,0.269260824657977,0.335293173324317,0
0.717618508264422,0.401918678544462,0.978874307358637,0
0.991906094830483,0.502691274043173,0.144622779451311,0
0.380035179434344,0.896042264299467,0.767454721499234,0
0.777445221319795,0.0882703189272434,0.961215612478554,0
0.934705231105909,0.637176174437627,0.810340940253809,0
0.212142521282658,0.989099915837869,0.974980511004105,0
0.651673766085878,0.806018827715889,0.710400953656062,0
0.125555095961317,0.40488648111932,0.0044070677831769,0
0.267220668727532,0.316000861581415,0.387982569169253,0
0.386114092543721,0.830362546257675,0.240407043369487,0
0.0133903331588954,0.117322327103466,0.249946532072499,0
0.382387957070023,0.748239763546735,0.326450580498204,0
0.86969084572047,0.39413169468753,0.237153514521196,0
0.34034899668768,0.766076245578006,0.412619009148329,0
0.482080115471035,0.468030723277479,0.393377067521214,0
0.599565825425088,0.154777007410303,0.0835336381569505,0
0.493541307048872,0.450960233807564,0.622846234589815,0
0.186217601411045,0.024198698811233,0.718677006894723,0
0.827373318606988,0.460394544294104,0.952521200291812,0
0.668466738192365,0.0742019026074558,0.563419481739402,0
0.79423986072652,0.201928117778152,0.813873009756207,0
0.107943625887856,0.655622644582763,0.389953621197492,0
0.723710946040228,0.968399830162525,0.154936410486698,0
0.411274429643527,0.829032885143533,0.924862411106005,0
0.820946294115856,0.30910212197341,0.636686919955537,0
0.647060193819925,0.070159423397854,0.241226314334199,0
0.78293276228942,0.102032589958981,0.785055864136666,0
0.553036311641335,0.346477123908699,0.481925328494981,0
0.529719580197707,0.174393753288314,0.725143830059096,0
0.789356231689453,0.732569120591506,0.834804796380922,0
0.023331202333793,0.703135221498087,0.995458911871538,0
0.477230065036565,0.790021845372394,0.470007702941075,0
0.7323137386702,0.0529647120274603,0.216025119880214,0
0.692731556482613,0.458106603007764,0.999514854047447,0
0.477619622135535,0.375600314000621,0.644531038589776,0
0.8612094768323,0.610441608820111,0.840774145675823,0
0.438097107224166,0.337329048896208,0.531623498536646,0
0.244797277031466,0.908248905558139,0.685510189272463,0
0.0706790471449494,0.428240372799337,0.131287784082815,0
0.0994661601725966,0.767714571207762,0.127071627415717,0
0.31627170718275,0.788668910507113,0.401287541491911,0
0.518634263193235,0.770080067915842,0.711740583647043,0
0.662005076417699,0.22544926032424,0.709469640627503,0
0.406830187188461,0.377989978529513,0.0915619498118758,0
0.912875924259424,0.570550044300035,0.404853059677407,0
0.293603372760117,0.203922072425485,0.515512350713834,0
0.459065726259723,0.582519361749291,0.107478938531131,0
0.332394674187526,0.221211255295202,0.595352219184861,0
0.65087046707049,0.789052292471752,0.718478558119386,0
0.258016780717298,0.364642111351714,0.441939749522135,0
0.478545248275623,0.0553470037411898,0.348136988934129,0
0.766310670645908,0.591026697773486,0.950533234048635,0
0.0842469143681228,0.945154511136934,0.474858596455306,0
0.875321330036968,0.181599651928991,0.183623228222132,0
0.339072937844321,0.691205632174388,0.439465139061213,0
0.839440350187942,0.199470458319411,0.617242323001847,0
0.34668348915875,0.643419501604512,0.588274943875149,0
0.333774930797517,0.235715673537925,0.340147233335301,0
0.476351245073602,0.340708540519699,0.811338321538642,0
0.892198335845023,0.321768287336454,0.85913488199003,0
0.864339470630512,0.823127693263814,0.445288118440658,0
0.389989543473348,0.114114221883938,0.527772035216913,0
0.777320698834956,0.806347776204348,0.0174764427356422,0
