"V1","V2","V3","",""
-0.0326059128972655,0.273096947931434,0.0619089075866906,3,1
-0.161072205988939,-0.0916426871095869,-0.0288763317534488,1,2
0.0218552897627341,0.179414759772915,-0.121274982608458,0,1
-1.21669358643827,0.749432288063883,0.477793827536081,8,3
-0.171663216859443,-0.0298543643702308,0.0304366336221597,1,2
0.334745995737288,0.24621530562976,-0.0458192022358153,4,4
-0.0662866651040606,0.147451057677417,0.101869990622794,3,1
-0.0156690823411467,0.292575116799439,-0.00083998932836844,3,1
-0.721608492142264,1.22617700675373,-0.356580531434698,5,10
-0.13318506349431,-0.103615543875007,0.00867697048649711,1,2
-0.201956019853778,-0.0825112438367318,0.0191480990143893,1,2
0.272973226039665,-0.0808287365045795,0.00525596336941164,0,5
0.155518940054683,0.00272376611846304,-0.0499624747610574,2,5
0.0425818079714385,-0.144887297587806,0.0342119504368798,0,5
0.337264757885606,0.205873167580451,0.0163593758665212,4,4
-0.118640992470054,0.00264492146755064,-0.00493912516078007,1,2
-0.69171036015245,1.3142243994034,-0.341172400305017,5,11
-1.2660371198803,0.664287338295971,0.328778077031465,8,6
0.252014168704554,0.346436309659304,-0.0423326893466707,4,4
-1.1647691194216,0.771574918530328,0.410381392784661,8,6
-0.165324934987836,-0.0477082074045106,0.127211822891873,1,2
-0.109136391093141,-0.108834078778093,-0.0679311162862186,1,7
0.0282991589878586,0.17419712881366,0.158554749524358,0,1
0.0822104808874942,0.0448624972046029,0.0168500352131678,2,5
0.146461370358929,0.199927009767759,0.026398005664654,0,1
-0.156033541024662,-0.0191190628309277,-0.0388273115878228,1,2
0.296231041981303,0.217923559426233,0.0835978750286676,4,4
0.0474146664222773,-0.104782706282491,0.0330914183871873,0,5
0.196853776257504,0.335839890628112,0.0560090714964917,4,4
-0.172178009910337,0.125257137965352,0.0982133124878442,0,2
0.266397932246955,0.28275429688005,0.119366222140516,4,4
-0.171765348611573,0.101702679045708,0.0739932126406018,0,2
0.0938118662616052,0.265071901291727,0.0420375701215001,3,1
0.0664846689453801,0.352697316294836,-0.0467651577378493,0,1
-1.23125336054175,0.788941781597937,0.397899114825276,8,6
-0.0792714627792735,-0.0132893139350896,0.0861419519875701,1,2
0.256095066790521,0.242366947182999,0.148445221486184,0,4
-0.0322494903771297,0.184977189603604,0.103170058537048,3,1
-0.0548599850691353,-0.0360021748522844,-0.0459521522326466,1,2
-0.159105440908812,0.0781614402191743,-0.0229854161974161,1,2
-0.125231810270218,-0.0334144213336137,0.0316475640602305,1,2
-0.0746838538062693,-0.0688656411251826,0.0148787129384735,1,2
-0.156599563038811,0.0260532483095696,0.0282021365337204,1,2
-0.176681608388909,0.0792897733111587,0.019402417208519,1,2
-0.0999487882956919,-0.0338091110842087,0.0203033090356385,1,2
-0.0902337182442211,-0.0184839129056335,0.00627169023004048,1,2
-0.198736597902014,0.0468199416582398,-0.030798114824248,1,2
-0.189614854352486,0.00214103371445087,0.04706716093677,1,2
-0.120612610678062,-0.114631469712253,-0.071504119862402,1,7
-0.20350588124997,-0.0220150148901447,0.096063564978425,1,2
-0.163151733224796,-0.0472360920738953,0.0567309997942231,1,2
-0.138946471366574,-0.0540350470054344,0.0780788052475321,1,2
-0.097828830684005,0.00458968967343179,0.0481673922632742,1,2
-0.192154775433219,0.0170134719809698,0.0663138800979586,1,2
-0.0376750892940954,0.021584814035465,0.0746165473286776,1,2
-0.12680077297635,-0.0296625657043927,0.0574330500278088,1,2
-0.0876149309205596,-0.0732755449713766,0.0665292351287071,1,2
-0.136205807738811,-0.00781321114563289,0.078255038227151,1,2
-0.0679257205134863,0.0474234775355387,0.0342441209796769,1,2
-0.140719057810027,0.00862795446223908,-0.0230249439467964,1,2
-0.146801373804675,-0.0370907797223323,0.0516247837059123,1,2
-0.170830643644375,0.0263957636472558,0.00504340986180187,1,2
-0.13218723551804,-0.0484427686135925,-0.000796052137828018,1,2
-0.0507854796046247,-0.0667303911916833,0.0525007354533551,1,2
-0.0989980594405957,-0.0255929790265256,0.0518602496558548,1,2
-0.147534610395561,-0.0306623551799926,0.00740749996481446,1,2
-0.147606877724718,0.0232350771259812,0.0147849807051538,1,2
-0.112032905493639,-0.0919539997138433,-8.69207576559611e-05,1,2
-0.153936129503851,0.093281817846378,-0.0741419325419588,1,2
-0.0999814110856492,0.0546906622433247,0.0877086291119398,1,2
-0.163997034179606,-0.0768396362230036,-0.0317542515714224,1,2
-0.0894997791343526,-0.0795657160100496,0.132185527200151,1,2
-0.122903262746426,-0.0272996978999049,-0.0618092289360931,1,2
-0.0372671748468455,-0.0246934688831121,-0.0195078599035211,1,2
-0.139547383196934,0.0117154256513973,0.0742552371762319,1,2
-0.111112544638686,0.0503222953877414,0.118348297255909,1,2
-0.153363963500486,-0.0437417262235499,-0.0312859701000209,1,2
-0.167664743618076,0.0374158864363342,-0.0174897299171142,1,2
-0.094558907034078,0.0190824122067054,-0.022842380527086,1,2
-0.140610514264102,0.110522463474186,-0.043341232282323,1,2
-0.0381223116774939,-0.0503269351377582,0.0494806238566916,1,2
-0.106245715543393,-0.0324961194080969,0.0529789962035248,1,2
-0.172467251850409,-0.00361275122483759,0.0669966945016683,1,2
-0.107224019230552,-0.0439561618079091,0.109984092746684,1,2
-0.113797050854946,-0.0601379301527843,-0.00965520448632001,1,2
-0.0688378603477837,-0.0433128678272599,-0.0102561342238453,1,2
-0.0742978852507129,-0.0528579191774058,-0.062535561695758,1,2
-0.0830191860496951,0.0885387263036191,-0.0171227960682603,1,2
-0.203504169307371,-0.00926827454589365,-0.0177432382329621,1,2
-0.0836846187583827,-0.0292165836999239,0.0216097409332525,1,2
-0.208939207975704,-0.0608548422600974,0.0624337725830439,1,2
-0.241133820117347,-0.0437891610037395,0.022729259112943,1,2
-0.108374296417524,-0.0189382135328692,-0.0859303980465038,1,2
-0.193832089311966,-0.0609336249150237,0.0611757416760648,1,2
-0.134571714629252,-0.0619004985481742,0.034252389571663,1,2
-0.0141754341215725,0.0140566512457499,0.0280523293613361,1,2
-0.165564840269319,-0.0716340684282364,0.0572460085525703,1,2
-0.177044730089069,-0.0182428017748009,-0.0221091131502222,1,2
-0.0921705771218837,0.0707805459010383,0.0338855383229514,1,2
-0.0484908818897296,0.0955684917580294,0.0329888783887594,1,2
-0.0895984355948818,-0.062382862845409,0.0894104698573058,1,2
-0.037738523405826,0.0149562864341781,0.0838923962093277,1,2
-0.111463794467773,-0.020763161780451,-0.008358767736477,1,2
-0.270495708815833,0.0143496905594236,0.0732296704663694,1,2
-0.0993210142977293,-0.0710388392465197,-0.0618787533486841,1,2
-0.162444983523894,0.0141035797820028,0.0595381139356773,1,2
-0.0771027198986513,0.0098791782497342,0.0454453899708109,1,2
-0.190916822301913,-0.0889278203046586,-0.0418733125370882,1,2
-0.239270058313556,-0.0826597215719995,0.044889881180691,1,2
-0.0602746795697297,0.0220562363448648,-0.0559138986569342,1,2
-0.114588915207469,-0.0566276751421907,-0.117273603555668,1,2
-0.0855944990863468,0.0796628797489018,0.0462897416622057,1,2
-0.105437004434638,0.0669701573316775,0.0227058487244682,1,2
-0.147623452689973,0.00225015144897858,-0.0145420710029306,1,2
-0.143570060757132,-0.0398787904180153,-0.0242153410587337,1,2
-0.11567808924397,0.0367539977470899,0.0476823639866225,1,2
-0.206461910068186,-0.00332479996998977,0.0783949969347603,1,2
-0.0519998278738371,0.0375076403906422,-0.0801571048045995,1,2
-0.222757265176787,0.00821580516436223,-0.00365451922985254,1,2
-0.152133789430987,-0.0687299947096761,0.0647723234491178,1,2
-0.148710363550326,-0.00921590337835705,-0.0646243733168517,1,2
-0.174470872761761,0.0081711333928516,-0.01148238753896,1,2
-0.0876731511380445,0.0158033481594547,0.0432292407785416,1,2
-0.141722325313477,0.0374565250851563,-0.000637531429185548,1,2
-0.187005873132002,-0.018827114689034,0.0279059407248081,1,2
-0.20715980567434,-0.027519764804966,0.0558871748743156,1,2
-0.152324178521914,0.042420167164688,-0.0252503089485243,1,2
-0.118655747732982,0.024415444133188,0.0775309458567868,1,2
-0.16611795017851,-0.0593658032796155,-0.0147160029427998,1,2
-0.157970778927246,-0.0520157649432674,0.0175842492382801,1,2
-0.049562257717421,-0.0185237031128771,0.090368208061761,1,2
-0.121876305378664,0.026508328139882,-0.043668051065265,1,2
-0.220605117101356,-0.0438465788076927,0.00897842090621603,1,2
-0.148391131042123,-0.0876550694151832,0.0337732261296885,1,2
-0.185378436000491,-0.0306256547511717,0.0252398501056766,1,2
-0.218694563009635,-0.034336553094068,0.0477473596724438,1,2
-0.164637118752568,0.0212904195941927,0.0250391655641394,1,2
